Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,rho,T,mu,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.0,0.7671179,0.0,0.0,0.0,0.2328821,0.0,0.0,0.0,0.0,0.02482334,0.83462700519138,293.5,1.529486537466406e-05,0.0,0.0,1.529487e-05,0.0,0.0
0.005794526,0.7671647,4.175428e-06,1.522984e-06,0.002948615,0.2297425,2.110805e-24,1.142216e-13,1.619254e-08,9.56757e-05,0.02720753,0.9391902489511592,329.5712,1.8757423124930144e-05,0.002948615,0.004771247066204459,1.875742e-05,8.69433e-06,1.4068572158456421e-05
0.01141418,0.7672101,8.224967e-06,4.141528e-06,0.005808052,0.2266974,6.021335e-23,1.076435e-12,3.188694e-08,0.0001902175,0.02941903,1.040015425508791,364.2033,2.233002559893968e-05,0.005808052,0.02223981466093105,2.233003e-05,3.373347e-05,0.0001291700198497344
0.01671097,0.7672528,1.204215e-05,7.849317e-06,0.008502957,0.223827,5.678055000000001e-22,6.865046e-12,4.666597e-08,0.0002811323,0.03143157,1.1344876064035927,396.5194,2.587621015792975e-05,0.008502957,0.05563658822365561,2.587621e-05,7.230028e-05,0.00047307554598350547
0.02166191,0.7672928,1.561068e-05,1.25215e-05,0.01102162,0.2211436,3.1351649999999998e-21,2.759664e-11,6.045728e-08,0.0003677936,0.03326209,1.2222722946438926,426.4307,2.9337114065995124e-05,0.01102162,0.10664919795103162,2.933711e-05,0.0001214761,0.0011754469208088557
0.02633733,0.7673306,1.898159e-05,1.807182e-05,0.01339982,0.2186092,1.2660099999999999e-20,7.46147e-11,7.344988e-08,0.0004511628,0.03495425,1.3046877823425904,454.4093,3.2727075363593655e-05,0.01339982,0.1771374602086535,3.272708e-05,0.0001795552,0.002373610654289181
0.03080008,0.7673666,2.220063e-05,2.444429e-05,0.0156695,0.2161897,4.169314e-20,1.550304e-10,8.581829e-08,0.0005321382,0.03654221,1.382896720571059,480.8664,3.60666379208535e-05,0.0156695,0.2694774780057191,3.606664e-05,0.0002455332,0.004222576950596568
0.03509908,0.7674014,2.530365e-05,3.16047e-05,0.01785555,0.2138586,1.189137e-19,2.723186e-10,9.770302e-08,0.00061143,0.03805101,1.457796924806543,506.1183,3.937416194899285e-05,0.01785555,0.3865954989645269,3.937416e-05,0.0003188207,0.006902875446122304
0.03929484,0.7674353,2.8335e-05,3.958477e-05,0.0199887,0.211583,3.0604459999999997e-19,4.293896e-10,1.092784e-07,0.0006900258,0.03950696,1.530467553246114,530.5376,4.2683209592480874e-05,0.0199887,0.5328968643933816,4.268321e-05,0.0003995481,0.010651914898045609
0.04343189,0.7674687,3.132782e-05,4.843619e-05,0.02209157,0.2093389,7.289617999999999e-19,6.294445e-10,1.206752e-07,0.0007686772,0.04092894,1.601691899186949,554.3927,4.602001986738632e-05,0.02209157,0.7138535778113136,4.602002e-05,0.0004880375,0.015770146320961756
0.04753027,0.7675018,3.429775e-05,5.819128e-05,0.0241743,0.2071153,1.629162e-18,8.754479e-10,1.319572e-07,0.000847706,0.04232626,1.6718166980048708,577.8034,4.939420886039445e-05,0.0241743,0.9352336539376216,4.939421e-05,0.0005843968,0.02260861249746511
0.05160675,0.7675347,3.725842e-05,6.889257e-05,0.02624535,0.204903,3.449877e-18,1.170753e-09,1.4318e-07,0.0009273872,0.04370639,1.7411271290937818,600.8671,5.281432306892461e-05,0.02624535,1.2035966114880263,5.281432e-05,0.0006888184,0.03158881681009492
0.05567463,0.7675675,4.022125e-05,8.058818e-05,0.02831142,0.202695,6.971129e-18,1.519037e-09,1.543909e-07,0.001007937,0.04507513,1.8098433761542276,623.6585,5.628721490442217e-05,0.02831142,1.5262262593795133,5.628721e-05,0.0008015365,0.04320963053857319
0.05973986,0.7676004,4.319272e-05,9.331762e-05,0.03037546,0.200488,1.3507940000000001e-17,1.923862e-09,1.656181e-07,0.001089432,0.0464354,1.8780566545838762,646.2091,5.9814226391841865e-05,0.03037546,1.9107029134105074,5.981423e-05,0.0009226686,0.058038486263799725
0.06380936,0.7676332,4.618041e-05,0.0001071326,0.0324409,0.1982782,2.5212810000000003e-17,2.389258e-09,1.768944e-07,0.001171968,0.04779016,1.945873959127696,668.5544,6.339805245258927e-05,0.0324409,2.3654549774385645,6.339805e-05,0.001052412,0.07673748545215982
0.0678971,0.7676663,4.919759e-05,0.0001221177,0.03451473,0.1960579,4.554459e-17,2.920457e-09,1.882741e-07,0.001255782,0.04914441,2.0135138998905053,690.7669,6.704807989300992e-05,0.03451473,2.9006540295849628,6.704808e-05,0.001191267,0.10011529380590772
0.07201835,0.7676995,5.225923e-05,0.0001383835,0.03660459,0.193819,7.998219000000001e-17,3.523936e-09,1.998188e-07,0.001341144,0.0505033,2.081212231201034,712.9229,7.077563866159738e-05,0.03660459,3.5283665064688234,7.077564e-05,0.001339896,0.12915441179531195
0.07619842,0.7677333,5.53887e-05,0.0001561025,0.03872316,0.1915476,1.372238e-16,4.20885e-09,2.116224e-07,0.001428536,0.05187496,2.1493589536920616,735.1481,7.460192797498146e-05,0.03872316,4.264513008995068,7.460193e-05,0.001499483,0.16513542036087736
0.08045836,0.7677677,5.860761e-05,0.0001754639,0.04088093,0.1892323,2.308704e-16,4.985604e-09,2.237735e-07,0.001518359,0.05326584,2.218263853612332,757.5404,7.854515165160835e-05,0.04088093,5.127687703941634,7.854515e-05,0.00167125,0.20962464757333024
0.08479396,0.7678027,6.191984e-05,0.0001965631,0.04307555,0.1868753,3.809904e-16,5.8611e-09,2.362962e-07,0.001610475,0.05467381,2.2878216963282747,780.0617,8.260042965291457e-05,0.04307555,6.134006868040732,8.260043e-05,0.001855503,0.264225789698854
0.08921497,0.7678384,6.534128e-05,0.0002195757,0.04531173,0.1844712,6.178175e-16,6.84561e-09,2.492622e-07,0.001705032,0.05610112,2.358150191528958,802.7461,8.677577670392857e-05,0.04531173,7.304672061485464,8.677578e-05,0.002053153,0.33098736691779396
0.09374685,0.767875,6.890213e-05,0.0002447934,0.04760203,0.1820062,9.875314e-16,7.954768e-09,2.628011e-07,0.001802512,0.0575547,2.4296093576890336,825.7044,9.109443697204589e-05,0.04760203,8.669106156435744,9.109444e-05,0.002265953,0.41266696275506043
0.09840962,0.7679127,7.263155e-05,0.0002725316,0.04995621,0.1794691,1.559087e-15,9.205982e-09,2.770444e-07,0.001903281,0.05903929,2.5024580394092095,849.0134,9.557485339975191e-05,0.04995621,10.261126491496272,9.557485e-05,0.002495623,0.5126070082338378
0.1033067,0.7679522,7.663137e-05,0.000303712,0.05242594,0.1768037,2.453324e-15,1.064563e-08,2.924101e-07,0.002009513,0.06058535,2.5782286125623672,873.1524,0.00010031696742562841,0.05242594,12.15524958284261,0.000100317,0.002748479,0.63725045325259
0.1086575,0.7679955,8.111443e-05,0.0003403119,0.05512097,0.17389,3.913111e-15,1.237371e-08,3.097667e-07,0.002125924,0.06225768,2.660153192902073,899.1291,0.00010553670984804674,0.05512097,14.505796739822655,0.0001055367,0.003038321,0.7995736838493056
0.1147489,0.7680447,8.638483e-05,0.0003854025,0.05818404,0.1705714,6.439442e-15,1.455151e-08,3.303897e-07,0.002258717,0.06413753,2.7523157985128686,928.1962,0.00011152152421047069,0.05818404,17.566988614220005,0.0001115215,0.003385383,1.0221184354515889
