Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,rho,T,mu,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.0,0.7671179,0.0,0.0,0.0,0.2328821,0.0,0.0,0.0,0.0,0.02482334,0.83462700519138,293.5,1.529486537466406e-05,0.0,0.0,1.529487e-05,0.0,0.0
0.01358823,0.7663782,0.000148843,5.993707e-10,0.003963697,0.2282695,6.544161e-34,9.658045e-10,0.001083594,3.302155e-05,0.02820601,0.9777703901792743,341.9536,2.0045720543444784e-05,0.003963697,1.8379785574953437e-05,2.004572e-05,1.571089e-05,7.285190200785149e-08
0.02638114,0.7656818,0.0002889743,2.088727e-09,0.007695388,0.2239268,1.835747e-31,5.028709e-09,0.002103768,6.412898e-05,0.03125368,1.1114687570578266,386.7173,2.4873670461072807e-05,0.007695388,0.00014114786269003892,2.487367e-05,5.9219e-05,1.0861876221504164e-06
0.03809389,0.7650441,0.0004172738,4.558877e-09,0.01111198,0.2199508,1.1387240000000001e-29,1.517688e-08,0.00303781,9.264629e-05,0.03396176,1.2329012014622207,426.9622,2.956495848205204e-05,0.01111198,0.0004967910047528341,2.956496e-05,0.0001234761,5.520331157262712e-06
0.04888129,0.7644568,0.0005354376,7.944282e-09,0.01425861,0.216289,2.446044e-28,3.454871e-08,0.003898068,0.0001189671,0.03640582,1.343863489271669,463.3938,3.409381672282224e-05,0.01425861,0.0012223943562033814,3.409382e-05,0.000203308,1.7429640683155693e-05
0.05894611,0.7639088,0.0006456868,1.217885e-08,0.01719441,0.2128724,2.772572e-27,6.639883e-08,0.004700717,0.000143603,0.03865453,1.4465985260896936,496.8316,3.848439583101877e-05,0.01719441,0.0024573166638891973,3.84844e-05,0.0002956477,4.225210509017516e-05
0.06843946,0.7633919,0.000749677,1.72323e-08,0.01996346,0.2096498,2.073197e-26,1.141803e-07,0.00545781,0.0001669408,0.04075494,1.5427708534793494,527.878,4.276040892067134e-05,0.01996346,0.004347390958498848,4.276041e-05,0.0003985397,8.678896005519417e-05
0.07746969,0.7629001,0.0008485954,2.311366e-08,0.02259734,0.2065845,1.1575650000000001e-25,1.816355e-07,0.006177994,0.0001892646,0.04273917,1.6335747974693966,556.964,4.6940298068591843e-05,0.02259734,0.007050959692522017,4.69403e-05,0.0005106398,0.00015933293953290215
0.08609557,0.7624302,0.000943086,2.985471e-08,0.02511318,0.2036564,5.201619e-25,2.726741e-07,0.006865958,0.0002107371,0.04462534,1.7196821752191047,584.3413,5.102821516938525e-05,0.02511318,0.01073647624740586,5.102822e-05,0.0006306718,0.00026962707660221067
0.09436406,0.7619797,0.001033664,3.752636e-08,0.02752465,0.2008498,1.9786319999999998e-24,3.915878e-07,0.007525451,0.000231492,0.04642713,1.8016336493278646,610.2118,5.5028143319236154e-05,0.02752465,0.015593942763540269,5.502814e-05,0.0007576064,0.00042921777751193674
0.1023194,0.7615462,0.001120814,4.624968e-08,0.02984465,0.1981494,6.608258e-24,5.433218e-07,0.008160003,0.0002516565,0.04815643,1.87992999892656,634.7593,5.8946821856141364e-05,0.02984465,0.021850200785923538,5.894682e-05,0.0008907031,0.0006521116219716443
0.1100051,0.7611272,0.001205014,5.620835e-08,0.03208586,0.1955407,1.991715e-23,7.338071e-07,0.008773095,0.0002713576,0.04982412,1.9550552351980326,658.1566,6.279394988606915e-05,0.03208586,0.029789020214293607,6.279395e-05,0.001029502,0.0009558063674193955
0.1174636,0.7607205,0.001286728,6.766451e-08,0.03426062,0.1930092,5.532883e-23,9.70334e-07,0.009368106,0.0002907207,0.0514403,2.0274697825903605,680.5647,6.65812966723544e-05,0.03426062,0.03977660526947506,6.65813e-05,0.00117379,0.001362771113259328
0.1247328,0.7603239,0.001366375,8.097707e-08,0.03637998,0.190542,1.439725e-22,1.261889e-06,0.009948073,0.0003098632,0.05301368,2.0975815933020026,702.1242,7.032056290699638e-05,0.03637998,0.05229111495900801,7.032056e-05,0.001323503,0.0019023498157798968
0.1318213,0.759937,0.001444048,9.657927e-08,0.03844637,0.1881363,3.544454e-22,1.618396e-06,0.01051367,0.0003288273,0.05454634,2.1655057029675437,722.8833,7.40097304833257e-05,0.03844637,0.06790947926300911,7.400973e-05,0.001478123,0.0026108722678626606
0.1387239,0.75956,0.001519694,1.149912e-07,0.04045831,0.1857938,8.30567e-22,2.05047e-06,0.01106451,0.0003476176,0.05603725,2.231228949749377,742.8496,7.764047538564003e-05,0.04045831,0.08732358509405189,7.764048e-05,0.001636875,0.00353296361869636
0.1454681,0.7591914,0.001593614,1.369735e-07,0.04242375,0.1835053,1.86815e-21,2.572569e-06,0.01160277,0.0003663267,0.05749224,2.2950439673048035,762.1227,8.12222945161072e-05,0.04242375,0.11151698963672896,8.122229e-05,0.001799775,0.0047309692085426135
0.1520728,0.7588302,0.001666016,1.634953e-07,0.04434813,0.1812643,4.057522e-21,3.201696e-06,0.01212995,0.0003850265,0.05891517,2.357155215370915,780.7738,8.476094438952273e-05,0.04434813,0.14176341610248155,8.476094e-05,0.001966757,0.006286943104401704
0.1585294,0.7584768,0.001736812,1.956597e-07,0.04622896,0.1790739,8.524457e-21,3.954841e-06,0.01264539,0.0004037126,0.06030398,2.4175091484589952,798.7955,8.82482221033345e-05,0.04622896,0.17956385233950822,8.824822e-05,0.002137117,0.00830104951324662
0.1648509,0.7581304,0.001806145,2.349296e-07,0.04806991,0.1769296,1.738202e-20,4.853552e-06,0.01315012,0.0004224401,0.06166109,2.4762502835306575,816.2387,9.16876487607358e-05,0.04806991,0.22693858205946765,9.168765e-05,0.002310716,0.010908917571571064
0.1710697,0.7577893,0.001874376,2.832862e-07,0.04988037,0.1748205,3.456248e-20,5.926455e-06,0.01364673,0.0004413261,0.06299313,2.5337007537253,833.2061,9.509402056756924e-05,0.04988037,0.2866844397328871,9.509402e-05,0.002488051,0.01429992581324193
0.17721,0.7574521,0.001941776,3.432093e-07,0.05166733,0.1727385,6.72266e-20,7.207205e-06,0.01413716,0.0004604705,0.06430483,2.5900985195773893,849.7733,9.84782653177779e-05,0.05166733,0.3624314498050562,9.847827e-05,0.002669513,0.018725865785756895
0.18329,0.7571178,0.002008551,4.177729e-07,0.05343593,0.1706774,1.281663e-19,8.735008e-06,0.01462285,0.0004799605,0.06559957,2.6456202286239177,865.9961,0.00010184825674791896,0.05343593,0.45885557876646366,0.0001018483,0.002855399,0.024519375464306346
0.1893321,0.756785,0.002074955,5.108741e-07,0.05519253,0.1686299,2.3996309999999996e-19,1.055766e-05,0.01510563,0.0004999039,0.06688151,2.700475904868715,881.9394,0.0001052145649627834,0.05519253,0.5821078348637381,0.0001052146,0.003046215,0.032127993916367885
0.1953581,0.7564525,0.002141243,6.274143e-07,0.0569433,0.1665887,4.419596999999999e-19,1.273278e-05,0.01558723,0.000520416,0.06815463,2.754865712693402,897.6633,0.00010858777043483627,0.0569433,0.7402233259438653,0.0001085878,0.003242539,0.04215076773975114
0.2013801,0.7561194,0.002207561,7.732309e-07,0.05869149,0.1645498,8.009882e-19,1.532454e-05,0.01606866,0.0005415875,0.06942069,2.8088956602000272,913.1997,0.00011197308628534223,0.05869149,0.9432586223265633,0.0001119731,0.003444691,0.055361254879753984
0.2074022,0.7557855,0.002273977,9.551186e-07,0.060438,0.1625122,1.427699e-18,1.840273e-05,0.01655027,0.0005634866,0.07067967,2.8625965124414168,928.5584,0.00011537116998899618,0.060438,1.2035540853259867,0.0001153712,0.003652752,0.07274040944290437
0.2134277,0.7554505,0.002340552,1.180955e-06,0.06218332,0.160475,2.50106e-18,2.204406e-05,0.01703237,0.000586182,0.07193129,2.9159874845817164,943.7453,0.00011878207950731476,0.06218332,1.5361874046836592,0.0001187821,0.003866765,0.09552524224566028
0.2194582,0.755114,0.002407336,1.45961e-06,0.06392745,0.1584381,4.302452e-18,2.633008e-05,0.01751515,0.0006097388,0.07317484,2.9690708916149577,958.7613,0.00012220482016782973,0.06392745,1.9591509288589832,0.0001222048,0.004086719,0.12524351577185305
0.2254881,0.7547763,0.002474308,1.800505e-06,0.06566813,0.1564039,7.258329e-18,3.134062e-05,0.01799826,0.0006341951,0.07440802,3.021780693057489,973.5882,0.00012563391670824132,0.06566813,2.4929560781154483,0.0001256339,0.004312303,0.16370774908462707
0.2315055,0.7544377,0.002541386,2.213012e-06,0.0674012,0.1543769,1.1988110000000001e-17,3.714691e-05,0.01848088,0.0006595595,0.07562727,3.0739975770751093,988.1923,0.0001290602820146857,0.0674012,3.159881995381011,0.0001290603,0.004542922,0.21297983180929655
0.2374725,0.7541003,0.002608201,2.703807e-06,0.06911486,0.1523708,1.9317430000000002e-17,4.37792e-05,0.01896011,0.0006857135,0.0768252,3.1253721146173965,1002.478,0.0001324591771707819,0.06911486,3.9795644418913625,0.0001324592,0.004776864,0.2750470290368947
0.2433209,0.7537676,0.002674046,3.273862e-06,0.07078868,0.1504091,3.021802e-17,5.119643e-05,0.01943065,0.0007123697,0.07799671,3.175307790522405,1016.281,0.0001357887035885106,0.07078868,4.963037829664424,0.0001357887,0.005011037,0.35132684998988667
0.2490123,0.7534416,0.00273854,3.922125e-06,0.07241089,0.1485054,4.580389e-17,5.934418e-05,0.01988962,0.0007393267,0.07913047,3.2234720339625014,1029.515,0.00013902351361675172,0.07241089,6.117869478393873,0.0001390235,0.005243337,0.443000472238653
0.2544952,0.7531253,0.002801137,4.64116e-06,0.0739662,0.1466774,6.713490000000001e-17,6.810325e-05,0.02033306,0.0007662785,0.08021623,3.269434417270722,1042.068,0.0001421312723690616,0.0739662,7.439490125163758,0.0001421313,0.005470999,0.5502706601282338
0.2597072,0.7528222,0.002861147,5.416087e-06,0.07543658,0.1449464,9.495547000000001e-17,7.728433e-05,0.02075608,0.0007928144,0.08124187,3.3126919497941656,1053.813,0.00014507407676103533,0.07543658,8.907391377659138,0.0001450741,0.005690678,0.6719431224042988
0.2646697,0.7525313,0.002918819,6.240221e-06,0.07682797,0.1433054,1.301089e-16,8.681256e-05,0.02116053,0.000818918,0.08221199,3.353452933114375,1064.814,0.0001478623917295802,0.07682797,10.514124576081631,0.0001478624,0.005902537,0.8077787364927107
0.269388,0.7522521,0.002974211,7.103708e-06,0.0781419,0.1417526,1.731605e-16,9.65845e-05,0.02154693,0.0008444922,0.08312801,3.391789698184985,1075.099,0.00015049794864559053,0.0781419,12.244601627516367,0.0001504979,0.006106157,0.9568164119206484
0.2738603,0.751985,0.003027287,7.994518e-06,0.07937806,0.1402886,2.243089e-16,0.0001064804,0.02191521,0.0008693989,0.08399004,3.4277213536757167,1084.683,0.00015297913546012017,0.07937806,14.077397948165995,0.0001529791,0.006300876,1.117436475754013
0.2781072,0.7517289,0.003078269,8.904959e-06,0.08054252,0.1389063,2.837196e-16,0.0001164345,0.02226709,0.0008936288,0.08480256,3.4614508602051535,1093.626,0.00015531744619693856,0.08054252,15.998199353262523,0.0001553174,0.006487098,1.288535120918863
0.2821305,0.7514839,0.003127144,9.823903e-06,0.08163614,0.1376051,3.510735e-16,0.0001263464,0.02260268,0.0009170729,0.08556636,3.493022687182353,1101.949,0.00015751384110239796,0.08163614,17.98397051888852,0.0001575138,0.006664459,1.4681418865815532
0.2859712,0.7512476,0.00317438,1.075033e-05,0.08267061,0.1363711,4.265727e-16,0.0001362261,0.0229254,0.0009398659,0.08628976,3.5227976085840718,1109.752,0.00015959160911883206,0.08267061,20.03247314835593,0.0001595916,0.00683443,1.656096747295284
0.2896495,0.7510189,0.003220196,1.168004e-05,0.0836517,0.1351976,5.101037e-16,0.0001460479,0.02323692,0.000962035,0.08697692,3.5509547807214403,1117.088,0.0001615618022373856,0.0836517,22.13438304291258,0.0001615618,0.006997607,1.8515786124573175
0.2932014,0.7507956,0.003265019,1.261441e-05,0.08458934,0.134073,6.019991e-16,0.0001558438,0.02354029,0.0009837185,0.08763487,3.57779320999249,1124.039,0.00016344421987829063,0.08458934,24.292897472253316,0.0001634442,0.007155356,2.0549201991113475
0.2966562,0.750576,0.003309206,1.355463e-05,0.08549138,0.132988,7.026406e-16,0.0001656421,0.02383806,0.001005028,0.08826924,3.603550361958616,1130.67,0.0001652544953389878,0.08549138,26.511456947843296,0.0001652545,0.007308776,2.266500927373686
0.2999958,0.7503613,0.003352511,1.44896e-05,0.08635324,0.131948,8.10997e-16,0.000175343,0.02412868,0.001025786,0.08887688,3.6281008017014345,1136.951,0.0001669830854312524,0.08635324,28.76409471810201,0.0001669831,0.007456882,2.483872910531397
0.3032723,0.7501481,0.003395601,1.542845e-05,0.08718849,0.1309369,9.282791e-16,0.000185056,0.02441674,0.001046259,0.08946745,3.6518434688422894,1142.986,0.00016865728654153262,0.08718849,31.073232973371127,0.0001686573,0.007601833,2.70922817192733
0.3065126,0.7499347,0.003438837,1.637423e-05,0.08800371,0.1299466,1.055221e-15,0.0001948272,0.02470474,0.001066562,0.09004572,3.6749681747756067,1148.826,0.00017028997703879886,0.08800371,33.44810136444219,0.00017029,0.007744653,2.9435568987972562
