Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,rho,T,mu,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.0,0.7671179,0.0,0.0,0.0,0.2328821,0.0,0.0,0.0,0.0,0.02482334,0.83462700519138,293.5,1.529486537466406e-05,0.0,0.0,1.529487e-05,0.0,0.0
0.01157406,0.7658698,0.0002440227,2.8002310000000005e-23,0.001154275,0.23093,0.0,4.106211e-21,0.001665562,1.92302e-06,0.02607088,0.8790629189284223,307.5246,1.666196954046986e-05,0.001154275,6.40856471001912e-17,1.666197e-05,1.332351e-06,7.397245895874997e-20
0.02310278,0.7646265,0.0004870896,7.564409000000001e-23,0.002304029,0.2289855,2.197096e-36,1.19796e-20,0.003324601,3.859935e-06,0.02730653,0.9231922510935211,321.3048,1.8054787767333394e-05,0.002304029,6.431608994846741e-16,1.805479e-05,5.30855e-06,1.4818611186505143e-18
0.03453804,0.7633934,0.0007281859,1.634849e-22,0.003444462,0.2270568,1.9452809999999998e-36,2.52376e-20,0.004970189,5.804902e-06,0.0285262,0.9668299964807389,334.7875,1.946521732404661e-05,0.003444462,3.3652529033904795e-15,1.946522e-05,1.186432e-05,1.1591489188906981e-17
0.04585306,0.7621732,0.0009667472,3.1569700000000003e-22,0.004572904,0.2251484,0.0,4.5988789999999996e-20,0.006598475,7.754114e-06,0.02972797,1.0098719017887456,347.9477,2.088755419730029e-05,0.004572904,1.2908869361556964e-14,2.088755e-05,2.091145e-05,5.903102185100229e-17
0.05704695,0.7609661,0.001202755,5.777089e-22,0.005689265,0.2232604,0.0,7.804949e-20,0.00820933,9.707536e-06,0.03091254,1.0523166593407889,360.7916,2.231944692761945e-05,0.005689265,4.068089938979314e-14,2.231945e-05,3.236774e-05,2.314444214220944e-16
0.06812737,0.7597712,0.00143637,1.065617e-21,0.006794309,0.2213916,3.866213e-35,1.312679e-19,0.009803855,1.166632e-05,0.03208135,1.0941946191447731,373.3351,2.3759801521849645e-05,0.006794309,1.1134108650461937e-13,2.37598e-05,4.616263e-05,7.564857838952497e-16
0.0791023,0.7585877,0.001667761,2.142253e-21,0.007888834,0.2195405,3.40512e-37,2.354516e-19,0.0113832,1.363161e-05,0.03323578,1.1355377906976745,385.5939,2.5207837481831396e-05,0.007888834,2.734389761991279e-13,2.520784e-05,6.22337e-05,2.157114144258721e-15
0.08997854,0.7574148,0.001897071,4.984878e-21,0.008973516,0.2177062,2.6595459999999997e-34,4.809332999999999e-19,0.01294834,1.560422e-05,0.03437697,1.1763738487858468,397.582,2.6662772084977952e-05,0.008973516,6.156653705771725e-13,2.666277e-05,8.052399e-05,5.524683323100841e-15
0.1007601,0.7562521,0.002124384,1.3265099999999999e-20,0.01004875,0.2158878,1.439552e-33,1.12714e-18,0.01449986,1.758447e-05,0.0355057,1.2167201192093704,409.3097,2.812364601864234e-05,0.01004875,1.2904034729085704e-12,2.812365e-05,0.0001009774,1.2966939159248829e-14
0.1114477,0.7550996,0.002349719,3.778911e-20,0.01111463,0.2140853,8.140661e-34,2.874414e-18,0.01603786,1.957203e-05,0.03662236,1.2565819763923431,420.7838,2.9589188167622005e-05,0.01111463,2.546697099406692e-12,2.958919e-05,0.000123535,2.830560224455699e-14
0.1220409,0.7539573,0.002573061,1.0862519999999998e-19,0.01217108,0.2122987,2.763529e-33,7.511762e-18,0.01756228,2.156621e-05,0.03772714,1.2959600906498165,432.0095,3.105803348164733e-05,0.01217108,4.776426796981502e-12,3.105803e-05,0.0001481352,5.813426846357582e-14
0.1325402,0.752825,0.002794423,3.05369e-19,0.01321816,0.210528,5.333607e-34,1.941022e-17,0.01907317,2.356642e-05,0.03882031,1.3348593445360069,442.9929,3.252904053247005e-05,0.01321816,8.582304623979467e-12,3.252904e-05,0.0001747198,1.1344227387415961e-13
0.1429484,0.7517026,0.003013866,8.295949999999999e-19,0.01425617,0.2087726,7.269553999999999e-34,4.8892660000000006e-17,0.02057096,2.557243e-05,0.03990236,1.3732939912070732,453.7428,3.400150952475513e-05,0.01425617,1.4887481903418427e-11,3.400151e-05,0.0002032384,2.1223846645907953e-13
0.1532712,0.7505895,0.003231507,2.17141e-18,0.01528565,0.2070317,1.255377e-33,1.197137e-16,0.02205645,2.758439e-05,0.04097404,1.4112869935367292,464.27,3.5475224786264115e-05,0.01528565,2.513150725027524e-11,3.547522e-05,0.0002336511,3.841514728685015e-13
0.1635166,0.7494846,0.003447517,5.477438e-18,0.01630742,0.2053038,3.675932e-36,2.853997e-16,0.02353082,2.960278e-05,0.04203631,1.4488717780351617,474.5877,3.6950388601899585e-05,0.01630742,4.165319457391723e-11,3.695039e-05,0.0002659319,6.792561550246438e-13
0.1736944,0.7483871,0.003662102,1.3332210000000002e-17,0.01732245,0.2035873,9.817376e-37,6.642411e-16,0.02499546,3.16282e-05,0.04309031,1.4860865886183898,484.7102,3.8427598530141475e-05,0.01732245,6.84735943961458e-11,3.84276e-05,0.0003000673,1.186130413311888e-12
0.1838121,0.747296,0.003875419,3.134651e-17,0.01833147,0.201881,7.906374e-36,1.512082e-15,0.02645144,3.366048e-05,0.0441369,1.5229613068835566,494.6489,3.990712981950624e-05,0.01833147,1.1290328967257094e-10,3.990713e-05,0.0003360428,2.069683094596457e-12
0.1938696,0.7462114,0.004087468,7.122841e-17,0.01933449,0.2001849,5.923286e-35,3.367852e-15,0.02789877,3.569742e-05,0.04517616,1.5594979664146518,504.4077,4.138829627966165e-05,0.01933449,1.887791002320533e-10,4.13883e-05,0.0003738225,3.649947288968735e-12
0.2038575,0.7451343,0.004298048,1.564058e-16,0.02033055,0.1985005,8.108782e-36,7.331094e-15,0.02933607,3.773417e-05,0.04620718,1.5956648976061836,513.9813,4.2869021442544896e-05,0.02033055,3.2277380811810473e-10,4.286902e-05,0.0004133313,6.562168700075635e-12
0.2137606,0.7440664,0.004506841,3.318225e-16,0.02131815,0.1968304,1.421844e-35,1.556753e-14,0.03076118,3.976369e-05,0.04722849,1.6314107918476444,523.3594,4.4346378529067823e-05,0.02131815,5.662458823191614e-10,4.434638e-05,0.0004544635,1.2071314186226195e-11
0.2235664,0.743009,0.004713583,6.804182e-16,0.02229602,0.1951767,5.551717e-35,3.219777e-14,0.0321723,4.177804e-05,0.04823884,1.6666933337600067,532.5349,4.581781641839603e-05,0.02229602,1.0167507680122882e-09,4.581782e-05,0.0004971125,2.2669496045270058e-11
0.2332686,0.7419627,0.004918141,1.350066e-15,0.02326354,0.1935406,8.279597e-33,6.481037e-14,0.03356851,4.376872e-05,0.04923763,1.7014936902658735,541.5064,4.728171920283659e-05,0.02326354,1.8557579142001388e-09,4.728172e-05,0.0005411923,4.3171505969945835e-11
0.2428601,0.7409283,0.005120366,2.595369e-15,0.02421996,0.1919231,0.0,1.269066e-13,0.03494881,4.572467e-05,0.05022419,1.7357901707410002,550.2723,4.873637079255312e-05,0.02421996,3.411364044668824e-09,4.873637e-05,0.0005866065,8.262310874812211e-11
0.2523243,0.7399077,0.005319911,4.837965e-15,0.02516359,0.1903272,1.524645e-33,2.415783e-13,0.03631084,4.762983e-05,0.05119683,1.7695265932419302,558.8221,5.017857177615701e-05,0.02516359,6.255846294673247e-09,5.017857e-05,0.0006332063,1.574195453767667e-10
0.2616336,0.7389037,0.005516191,8.747197e-15,0.02609162,0.1887576,1.002745e-32,4.466361e-13,0.03765062,4.946243e-05,0.05215273,1.8026076161253346,567.1361,5.1603392435429246e-05,0.02609162,1.1347094079353311e-08,5.160339e-05,0.0006807726,2.960640603484188e-10
0.2707343,0.7379221,0.005708083,1.5323e-14,0.0269986,0.1872232,4.6540889999999997e-36,8.002784e-13,0.03896051,5.119253e-05,0.05308636,1.8348465618736867,575.1721,5.300183649792378e-05,0.0269986,2.0195660697971962e-08,5.300184e-05,0.0007289244,5.452545638597244e-10
0.2795296,0.7369734,0.005893547,2.591978e-14,0.02787471,0.1857407,0.0,1.383736e-12,0.04022661,5.278123e-05,0.05398776,1.8659031391021463,582.8516,5.435803136023407e-05,0.02787471,3.496950647794923e-08,5.435803e-05,0.0007769995,9.74764779585527e-10
0.2879002,0.7360702,0.006070078,4.216148e-14,0.02870786,0.1843303,0.0,2.297366e-12,0.04143185,5.418991e-05,0.05484465,1.8953619923438747,590.0796,5.565239591761771e-05,0.02870786,5.8437327107448264e-08,5.56524e-05,0.0008241412,1.6776106763466593e-09
0.2957524,0.7352227,0.006235708,6.578983e-14,0.02948847,0.183008,3.011186e-32,3.651769e-12,0.04256283,5.539417e-05,0.05564736,1.9228979456527509,596.7859,5.686907218635805e-05,0.02948847,9.377179124096912e-08,5.686907e-05,0.0008695699,2.765186855684971e-09
0.3030305,0.7344368,0.006389275,9.845732e-14,0.03021075,0.1817834,3.253347e-32,5.554539e-12,0.04361164,5.638826e-05,0.05639014,1.9483226889970424,602.9342,5.7998098437055534e-05,0.03021075,1.4421336471431746e-07,5.79981e-05,0.0009126894,4.356794385713339e-09
0.3097062,0.7337155,0.006530193,1.414495e-13,0.03087161,0.1806615,3.4413599999999997e-34,8.092033e-12,0.0445743,5.718273e-05,0.05707001,1.971543140616963,608.5118,5.903377825147388e-05,0.03087161,2.1256665540915534e-07,5.903378e-05,0.0009530563,6.56227542891414e-09
0.3158037,0.7330562,0.006658982,1.957441e-13,0.03147329,0.1796384,2.663028e-32,1.133095e-11,0.04545435,5.78032e-05,0.05768941,1.9926511027331204,613.5493,5.99787782657559e-05,0.03147329,3.0119897816851453e-07,5.997878e-05,0.000990568,9.479722782378588e-09
0.3214046,0.7324499,0.006777375,2.624626e-13,0.03202366,0.1787006,1.803892e-32,1.534474e-11,0.04626362,5.828355e-05,0.05825659,2.011934797217092,618.1228,6.084489189874335e-05,0.03202366,4.127413818772961e-07,6.084489e-05,0.001025515,1.3217490151579167e-08
