Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,rho,T,mu,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.0,0.7671179,0.0,0.0,0.0,0.2328821,0.0,0.0,0.0,0.0,0.02482334,0.83462700519138,293.5,1.529486537466406e-05,0.0,0.0,1.529487e-05,0.0,0.0
0.004307924,0.7671128,6.805248e-06,1.440186e-06,0.002153913,0.2305361,1.933345e-24,4.407822e-12,1.697073e-06,0.000126854,0.026567,0.9104889234470018,319.6681,1.7780810717547215e-05,0.002153913,0.005475696774410891,1.778081e-05,4.639341e-06,1.295367e-05
0.008614051,0.7671078,1.360775e-05,3.743533e-06,0.004306797,0.2281909,4.3589390000000006e-23,2.581523e-11,3.392997e-06,0.000255111,0.02825116,0.9859890949606097,345.6262,2.038551187623865e-05,0.004306797,0.025503672809378725,2.038551e-05,1.85485e-05,0.0001114
0.01291302,0.7671027,2.039916e-05,7.072972e-06,0.006455926,0.2258493,3.776531e-22,1.234921e-10,5.085553e-06,0.0003848295,0.02988329,1.0610173012664197,371.337,2.3098155665455726e-05,0.006455926,0.06601327099220078,2.309816e-05,4.167898e-05,0.0004016681
0.01720307,0.7670977,2.717691e-05,1.154364e-05,0.008600368,0.2235123,2.126718e-21,4.969497e-10,6.773817e-06,0.0005160928,0.03147084,1.1355269594539659,396.7857,2.5910533647707757e-05,0.008600368,0.13347029302500293,2.591053e-05,7.396633e-05,0.001010891
0.02147515,0.7670927,3.392707e-05,1.721934e-05,0.01073555,0.2211848,9.258988e-21,1.622473e-09,8.453769e-06,0.0006486953,0.03301732,1.209347920810447,421.9157,2.8809908526132616e-05,0.01073555,0.23476248830107055,2.880991e-05,0.000115252,0.002084019
0.02571705,0.7670877,4.06309e-05,2.41191e-05,0.01285532,0.2188734,3.3764699999999996e-20,4.240814e-09,1.011998e-05,0.0007822757,0.03452425,1.2822595670347992,446.6539,3.178102135308389e-05,0.01285532,0.3771887048832163,3.178102e-05,0.0001652593,0.003781513
0.02993431,0.7670828,4.729791e-05,3.226622e-05,0.01496239,0.2165751,1.0805699999999999e-19,9.204894e-09,1.177407e-05,0.0009169979,0.03599853,1.3543486713771815,471.0321,3.482099505892974e-05,0.01496239,0.569366014489093,3.4821e-05,0.0002238731,0.006290165
0.03413244,0.7670778,5.393785e-05,4.167459e-05,0.01705945,0.2142867,3.1146289999999997e-19,1.735351e-08,1.341781e-05,0.001053012,0.0374461,1.4257006784196677,495.081,3.792788663398486e-05,0.01705945,0.8210185348216698,3.792789e-05,0.0002910248,0.009824029
0.03831759,0.7670729,6.056181e-05,5.235765e-05,0.01914951,0.2120051,8.220268999999999e-19,2.947706e-08,1.505349e-05,0.001190487,0.0388723,1.496409664292463,518.8339,4.110089661874265e-05,0.01914951,1.1430986633769595,4.11009e-05,0.0003667037,0.0146282
0.04250001,0.767068,6.718781e-05,6.434292e-05,0.02123761,0.2097245,2.011738e-18,4.634094e-08,1.668524e-05,0.001329724,0.04028318,1.5666366551304767,542.346,4.434316486610505e-05,0.02123761,1.54822146790408,4.434316e-05,0.0004510361,0.02098797
0.04668394,0.7670631,7.382479e-05,7.764589e-05,0.02332579,0.2074426,4.605535e-18,6.866511e-08,1.831506e-05,0.001470829,0.04168222,1.636438376967326,565.6368,4.765383829894194e-05,0.02332579,2.0498043474276497,4.765384e-05,0.0005440925,0.02921791
0.05087124,0.7670581,8.047844e-05,9.227378e-05,0.02541486,0.2051586,9.93232e-18,9.712008e-08,1.99443e-05,0.001613816,0.04307166,1.7058302548783333,588.7123,5.103047499866945e-05,0.02541486,2.6619157019627964,5.103047e-05,0.0006459151,0.03965941
0.05506625,0.7670532,8.715899e-05,0.0001082408,0.02750691,0.2028701,2.0310230000000002e-17,1.323529e-07,2.157548e-05,0.00175877,0.04445421,1.7748692010142313,611.5912,5.447293661693602e-05,0.02750691,3.399776153496368,5.447294e-05,0.0007566301,0.05268971
0.05927644,0.7670482,9.38823e-05,0.0001255792,0.02960553,0.2005731,3.9638510000000005e-17,1.750393e-07,2.321263e-05,0.001905884,0.04583328,1.8436591767398058,634.3084,5.798391075509644e-05,0.02960553,4.2804659147978725,5.798391e-05,0.0008764874,0.06873584
0.06351094,0.7670432,0.0001006678,0.0001443336,0.03171514,0.1982626,7.426264e-17,2.258831e-07,2.486071e-05,0.002055401,0.04721249,1.912329630553214,656.9057,6.156798790795728e-05,0.03171514,5.323061318467138,6.156799e-05,0.00100585,0.08828061
0.06778853,0.7670381,0.0001075513,0.0001646008,0.03384492,0.1959285,1.34374e-16,2.857468e-07,2.652876e-05,0.002207906,0.0485983,1.981159961232662,679.4739,6.523850788541289e-05,0.03384492,6.551581084518662,6.523851e-05,0.001145479,0.1119232
0.0721233,0.7670329,0.0001145629,0.0001864772,0.03600172,0.1935631,2.359627e-16,3.555602e-07,2.822448e-05,0.002363822,0.04999532,2.0503445706568217,702.0743,6.900541270463207e-05,0.03600172,7.992878743237195,6.900541e-05,0.001296124,0.1403459
0.07654195,0.7670277,0.0001217548,0.0002101409,0.03819856,0.1911519,4.042631e-16,4.365786e-07,2.996106e-05,0.002524031,0.05141191,2.12026975768073,724.8297,7.289029448638691e-05,0.03819856,9.683064196891642,7.289029e-05,0.00145913,0.1744491
0.08108016,0.7670222,0.0001291967,0.0002358557,0.04045288,0.1886756,6.794102e-16,5.304969e-07,3.175615e-05,0.002689751,0.05285889,2.191447001497854,747.9008,7.692360287035728e-05,0.04045288,11.670515943324798,7.69236e-05,0.001636436,0.2154312
0.08572915,0.7670166,0.0001368891,0.0002636589,0.04275996,0.1861389,1.119753e-15,6.382801e-07,3.361088e-05,0.002860575,0.05433257,2.263677706622842,771.2171,8.109657075464224e-05,0.04275996,13.992040909183514,8.109657e-05,0.001828414,0.264304
0.09047182,0.7670108,0.0001448202,0.0002935282,0.04511092,0.1835512,1.808105e-15,7.605954e-07,3.552391e-05,0.003035759,0.05582644,2.3366418624344165,794.6692,8.539229646564226e-05,0.04511092,16.68159469264514,8.53923e-05,0.002034995,0.3220528
