Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,rho,T,mu,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.0,0.7671179,0.0,0.0,0.0,0.2328821,0.0,0.0,0.0,0.0,0.02482334,0.83462700519138,293.5,1.529486537466406e-05,0.0,0.0,1.529487e-05,0.0,0.0
0.01244617,0.7657748,0.0002357881,9.118319e-23,0.001477629,0.2305704,1.558422e-36,9.877094e-21,0.001791568,2.907229e-06,0.02634072,0.8911774325356403,311.7007,1.7060665121364997e-05,0.001477629,3.4085665321879915e-16,1.706067e-05,2.183387e-06,5.651621e-19
0.02473241,0.764449,0.0004685464,3.966178e-22,0.002936271,0.2282885,1.127523e-35,4.487862e-20,0.003560115,5.778262e-06,0.0278237,0.9467939662714118,329.4044,1.8856225549045824e-05,0.002936271,4.3582621028672715e-15,1.885623e-05,8.621687e-06,1.3516180000000001e-17
0.03671477,0.763156,0.0006955479,1.345159e-21,0.004358836,0.2260629,1.070567e-35,1.4607889999999998e-19,0.005284921,8.579497e-06,0.02925807,1.0008284858205623,346.4193,2.065433766071554e-05,0.004358836,2.6894193012976142e-14,2.065434e-05,1.899945e-05,1.171303e-16
0.04833226,0.7619023,0.0009156371,3.93204e-21,0.005738084,0.2239052,1.237279e-35,4.0024689999999994e-19,0.006957205,1.129661e-05,0.03063929,1.053014765478343,362.6808,2.243921814496075e-05,0.005738084,1.148677997877754e-13,2.243922e-05,3.292561e-05,6.259372e-16
0.05959816,0.7606866,0.001129065,1.034062e-20,0.00707559,0.2218127,8.502689e-35,9.784930999999998e-19,0.008578879,1.393262e-05,0.03197116,1.103426237776658,378.2302,2.420683239319579e-05,0.00707559,3.870867792874978e-13,2.420683e-05,5.006397e-05,2.482148e-15
0.07054199,0.7595057,0.001336392,2.52659e-20,0.008374858,0.2197801,6.959143e-38,2.213045e-18,0.01015419,1.649433e-05,0.03325888,1.1522078029816833,393.1294,2.5956626289464558e-05,0.008374858,1.1008843194887885e-12,2.595663e-05,7.013825e-05,8.001812e-15
0.08119116,0.7583565,0.001538137,5.936860999999999e-20,0.009639145,0.2178022,4.715441e-35,4.774583e-18,0.01168709,1.898805e-05,0.03450699,1.199494533003792,407.4343,2.7688592027319685e-05,0.009639145,2.751937933354884e-12,2.768859e-05,9.291312e-05,2.211459e-14
0.09157184,0.7572363,0.001734795,1.397506e-19,0.01087156,0.2158741,9.659091e-35,1.0128490000000001e-17,0.01318134,2.141984e-05,0.03571958,1.245414074025918,421.1969,2.9403217502351964e-05,0.01087156,6.213998504008614e-12,2.940322e-05,0.0001181908,5.424369e-14
0.1017075,0.7561426,0.001926812,3.426958e-19,0.01207488,0.2139916,0.0,2.1758110000000003e-17,0.01464032,2.379509e-05,0.03690021,1.2900813770431825,434.4633,3.1101204432874416e-05,0.01207488,1.2927711967143174e-11,3.11012e-05,0.0001458027,1.210006e-13
