Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,rho,T,mu,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.0,0.7671179,0.0,0.0,0.0,0.2328821,0.0,0.0,0.0,0.0,0.02482334,0.83462700519138,293.5,1.529486537466406e-05,0.0,0.0,1.529487e-05,0.0,0.0
0.009422079,0.7672491,1.269156e-06,3.661081e-07,0.004851253,0.2278085,6.940866e-26,1.071197e-15,8.631499e-13,6.263861e-05,0.02870101,1.0071887086893996,352.973,2.114409385548413e-05,0.004851253,0.0004346919704700328,2.114409e-05,2.353466e-05,2.093749e-06
0.01833369,0.7673732,2.469618e-06,1.426181e-06,0.009439579,0.2230096,4.622825e-24,6.583022e-15,1.668277e-12,0.0001229515,0.03214038,1.1689216919486896,408.334,2.721931180202955e-05,0.009439579,0.0026731649361365476,2.721931e-05,8.910565e-05,2.158703e-05
0.02645532,0.7674862,3.563952e-06,3.295597e-06,0.01362102,0.2186359,7.177611000000001e-23,1.861922e-14,2.394172e-12,0.0001791673,0.0351427,1.3149453133968338,457.9992,3.3165813683557624e-05,0.01362102,0.007764961151913134,3.316581e-05,0.0001855322,8.043429e-05
0.03383497,0.767589,4.55902e-06,5.915884e-06,0.01742025,0.2146616,5.4248130000000005e-22,3.79189e-14,3.04964e-12,0.0002314529,0.03779385,1.446402262404563,502.4489,3.8875416455371405e-05,0.01742025,0.016345025374234892,3.887542e-05,0.0003034651,0.000196857
0.04063913,0.7676837,5.477828e-06,9.214709e-06,0.02092297,0.2109971,2.69826e-21,6.531697e-14,3.652314e-12,0.0002807608,0.04019118,1.5665087939104163,542.842,4.437571648195961e-05,0.02092297,0.02906931206139712,4.437572e-05,0.0004377707,0.0003882623
0.04699082,0.7677722,6.337689e-06,1.31333e-05,0.02419249,0.2075759,1.02257e-20,1.016902e-13,4.214923e-12,0.0003277834,0.04239863,1.6776308229097938,580.0258,4.969808516895504e-05,0.02419249,0.04673879472626685,4.969809e-05,0.0005852766,0.0006740028
0.05298843,0.7678557,7.152771e-06,1.764254e-05,0.02727945,0.2043453,3.210933e-20,1.480574e-13,4.74749e-12,0.0003730893,0.0444621,1.781642278656335,614.665,5.487757534164326e-05,0.02727945,0.07037622405505702,5.487758e-05,0.0007441684,0.001077559
0.05870913,0.7679354,7.93456e-06,2.273948e-05,0.03022355,0.2012635,8.795817e-20,2.056158e-13,5.25791e-12,0.0004171355,0.04641503,1.8800006843202492,647.2728,5.994709302074186e-05,0.03022355,0.10124260525230831,5.994709e-05,0.000913463,0.001627612
0.06421424,0.768012,8.692624e-06,2.844519e-05,0.03305632,0.1982975,2.174013e-19,2.75809e-13,5.752557e-12,0.000460296,0.0482824,1.973852767163933,678.2507,6.493632153587853e-05,0.03305632,0.14086662795283442,6.493632e-05,0.00109272,0.002359108
0.069564,0.7680865,9.436701e-06,3.481597e-05,0.03580871,0.1954148,4.968503e-19,3.605609e-13,6.237708e-12,0.0005029678,0.05008694,2.064296221553482,707.9765,6.988185619864805e-05,0.03580871,0.19119280402851538,6.988186e-05,0.001282264,0.003316563
0.07481028,0.7681595,1.017582e-05,4.193812e-05,0.03850736,0.1925875,1.068636e-18,4.623365e-13,6.718987e-12,0.0005455099,0.05184725,2.1522571258543115,736.7655,7.481861315007582e-05,0.03850736,0.25465635448535767,7.481861e-05,0.001482817,0.004556214
0.07998026,0.7682315,1.091607e-05,4.990016e-05,0.04116619,0.1898009,2.186117e-18,5.837859e-13,7.199905e-12,0.0005881004,0.05357282,2.238227037693086,764.7866,7.976237638831627e-05,0.04116619,0.33399719147271306,7.976238e-05,0.001694655,0.006142984
0.08507273,0.7683024,1.165992e-05,5.876578e-05,0.0437845,0.1870555,4.273243e-18,7.272028e-13,7.681399e-12,0.0006306851,0.05526309,2.3222179596621455,792.0505,8.470371285496263e-05,0.0437845,0.43189329501364077,8.470371e-05,0.001917082,0.008143177
0.09008375,0.7683722,1.240972e-05,6.860147e-05,0.04636018,0.1843534,8.010048e-18,8.948108e-13,8.16416e-12,0.0006731816,0.05691635,2.4041998486315777,818.5543,8.96312149768187e-05,0.04636018,0.5510870830035572,8.963121e-05,0.002149266,0.01062661
0.09503205,0.7684411,1.317165e-05,7.952944e-05,0.04890275,0.1816846,1.447847e-17,1.089623e-12,8.651116e-12,0.0007156967,0.05853811,2.48451217224626,844.4141,9.455673197206912e-05,0.04890275,0.695031099881116,9.455673e-05,0.002391479,0.01368032
0.09994936,0.7685096,1.395467e-05,9.173164e-05,0.05142842,0.1790317,2.539043e-17,1.315603e-12,9.146737e-12,0.000758453,0.06013775,2.5636950023329623,869.8079,9.950677071850115e-05,0.05142842,0.8681284001004967,9.950677e-05,0.002644882,0.01741489
0.104857,0.7685779,1.47673e-05,0.0001054074,0.05394796,0.1763832,4.337938e-17,1.576881e-12,9.654869e-12,0.0008015886,0.06172086,2.6421063505932456,894.8533,0.00010449895227272668,0.05394796,1.0752223530652,0.000104499,0.002910382,0.02195447
0.1097622,0.7686462,1.561693e-05,0.0001207506,0.05646498,0.173735,7.235339e-17,1.877125e-12,1.017833e-11,0.0008451181,0.06328821,2.719875407947313,919.5932,0.00010953773269554068,0.05646498,1.3211171942635653,0.0001095377,0.003188294,0.02742657
0.1146707,0.7687146,1.651184e-05,0.0001379764,0.05898217,0.1710841,1.180144e-16,2.219906e-12,1.072019e-11,0.0008890376,0.06483977,2.79710108443609,944.0603,0.00011462623736759223,0.05898217,1.6108063203296101,0.0001146262,0.003478896,0.0339669
