Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,rho,T,mu,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.0,0.7671179,0.0,0.0,0.0,0.2328821,0.0,0.0,0.0,0.0,0.02482334,0.83462700519138,293.5,1.529486537466406e-05,0.0,0.0,1.529487e-05,0.0,0.0
0.01274103,0.7657317,0.000285192,2.4195910000000002e-23,0.001087725,0.2309001,3.879614e-37,6.305118e-21,0.001855694,4.646751e-07,0.02605984,0.8769452838759578,306.5896,1.6581754977979903e-05,0.001087725,1.649035974049435e-17,1.658175e-05,1.183146e-06,2.045393e-20
0.02535257,0.7643595,0.0005674856,6.00423e-23,0.002164395,0.2289383,0.0,1.7837749999999998e-20,0.003692529,9.623865e-07,0.02727938,0.9187123327943555,319.355,1.788166985153609e-05,0.002164395,1.4228621564015876e-16,1.788167e-05,4.684606e-06,3.352122e-19
0.03773,0.7630129,0.0008445389,1.27712e-22,0.003221078,0.2270129,1.246993e-36,3.639257e-20,0.005495266,1.494937e-06,0.02847255,0.9595814689465042,331.7,1.9181179536733257e-05,0.003221078,6.634283350973639e-16,1.918118e-05,1.037534e-05,2.226965e-18
0.04982884,0.7616965,0.001115356,2.459677e-22,0.004253978,0.2251309,2.7075729999999997e-38,6.400174e-20,0.007257427,2.063801e-06,0.02963572,0.9994113467167839,343.5935,2.0472901461039448e-05,0.004253978,2.310770955906971e-15,2.04729e-05,1.809633e-05,9.835759e-18
0.06165123,0.7604103,0.001379986,4.448454e-22,0.005263277,0.2232919,1.9488809999999998e-38,1.0385029999999999e-19,0.008979323,2.67132e-06,0.0307696,1.0382135252228786,355.0511,2.175444588986839e-05,0.005263277,6.68545763933085e-15,2.175445e-05,2.770208e-05,3.3892270000000005e-17
0.07322036,0.7591515,0.001638946,7.845125e-22,0.006250955,0.2214923,3.1529819999999995e-38,1.6289559999999998e-19,0.01066433,3.320715e-06,0.03187684,1.07607043182276,366.108,2.3026077921272966e-05,0.006250955,1.693032185697044e-14,2.302608e-05,3.907444e-05,9.834921e-17
0.08456184,0.7579176,0.001892811,1.412391e-21,0.007219197,0.2197282,1.6776359999999998e-38,2.588412e-19,0.01231619,4.015475e-06,0.0329602,1.1130712295463423,376.8,2.42886500905873e-05,0.007219197,3.8722579351126224e-14,2.428865e-05,5.211681e-05,2.511483e-16
0.09568547,0.7567074,0.0021418,2.715547e-21,0.008168841,0.217998,0.0,4.368691999999999e-19,0.01393631,4.758316e-06,0.03402087,1.1492532956562134,387.1467,2.5541545391712642e-05,0.008168841,8.161364816437817e-14,2.554155e-05,6.672996e-05,5.801062e-16
0.1065938,0.7555205,0.00238597,5.687656e-21,0.009100106,0.2163013,2.5427519999999996e-38,8.066292999999999e-19,0.01552508,5.551443e-06,0.03505931,1.1846303218924896,397.1603,2.6783532027428454e-05,0.009100106,1.6079307209233673e-13,2.678353e-05,8.281193e-05,1.235182e-15
0.1172995,0.7543558,0.002625603,1.2742949999999999e-20,0.01001407,0.2146361,0.0,1.618611e-18,0.01708433,6.397819e-06,0.03607689,1.219248718447672,406.8615,2.801467780377216e-05,0.01001407,2.996091576308144e-13,2.801468e-05,0.0001002816,2.460783e-15
0.1278163,0.7532115,0.002861009,2.938994e-20,0.01091191,0.2130004,1.4427640000000001e-39,3.411596e-18,0.01861608,7.300725e-06,0.03707507,1.2531582721353491,416.2713,2.9235342872875363e-05,0.01091191,5.330845062268181e-13,2.923534e-05,0.0001190698,4.641848e-15
0.1381396,0.7520884,0.003092083,6.738977e-20,0.01179322,0.2113948,0.0,7.274668e-18,0.02011964,8.261902e-06,0.03805353,1.286348841597846,425.3936,3.0443889399212057e-05,0.01179322,9.122942919170598e-13,3.044389e-05,0.00013908,8.363896e-15
0.1482613,0.7509871,0.003318643,1.5041029999999998e-19,0.01265732,0.2098207,1.042099e-36,1.5293040000000002e-17,0.02159382,9.282363e-06,0.0390116,1.3187996338484695,434.2289,3.1638319727936907e-05,0.01265732,1.5111215032522258e-12,3.163832e-05,0.0001602077,1.450315e-14
0.1581922,0.7499067,0.003540935,3.2408849999999995e-19,0.01350514,0.2082762,4.506677e-37,3.1312180000000006e-17,0.02304024,1.036469e-05,0.03995043,1.3505512409945242,442.7946,3.281897589320057e-05,0.01350514,2.4388200287829477e-12,3.281898e-05,0.0001823888,2.438753e-14
0.1679411,0.748846,0.003759151,6.728436999999999e-19,0.01433741,0.2067601,1.3699779999999998e-38,6.216092e-17,0.02446014,1.151111e-05,0.04087091,1.3816358762203471,451.1052,3.398603193761859e-05,0.01433741,3.8582734497803685e-12,3.398603e-05,0.0002055613,4.003779e-14
0.1775022,0.7478058,0.003973165,1.34628e-18,0.01515364,0.2052732,9.68301e-37,1.194953e-16,0.02585269,1.272173e-05,0.04177258,1.4120406684657008,459.1624,3.513801073687484e-05,0.01515364,6.012888542405488e-12,3.513801e-05,0.0002296328,6.45287e-14
0.1868758,0.7467859,0.004182982,2.6016660000000002e-18,0.01595386,0.2038156,5.3533720000000005e-39,2.227121e-16,0.02721793,1.399669e-05,0.04265555,1.4417708406172798,466.9731,3.6274233464510445e-05,0.01595386,9.274965163212064e-12,3.627423e-05,0.0002545256,1.026318e-13
0.1960699,0.7457856,0.004388779,4.871022e-18,0.01673875,0.2023859,0.0,4.034892e-16,0.02855702,1.533643e-05,0.04352062,1.4708566666357787,474.55,3.7394956932581374e-05,0.01673875,1.422413708148796e-11,3.739496e-05,0.0002801858,1.618746e-13
0.2050849,0.7448048,0.00459057,8.858806e-18,0.01750834,0.2009842,0.0,7.123041e-16,0.02987005,1.673946e-05,0.04436791,1.4993043227942235,481.8997,3.849966115722305e-05,0.01750834,2.176088794799213e-11,3.849966e-05,0.000306542,2.541159e-13
0.2139232,0.7438432,0.004788404,1.568958e-17,0.01826282,0.19961,6.096273e-37,1.22838e-15,0.03115732,1.820329e-05,0.04519768,1.527124868266391,489.0293,3.958802447003804e-05,0.01826282,3.3291154144471814e-11,3.958802e-05,0.0003335306,3.981275e-13
0.2225995,0.7428992,0.004982612,2.71424e-17,0.01900344,0.198261,9.61847e-37,2.075779e-15,0.03242102,1.97262e-05,0.04601138,1.5543694335116145,495.956,4.066138730269806e-05,0.01900344,5.103458052309817e-11,4.066139e-05,0.0003611307,6.239396e-13
0.2311232,0.7419718,0.005173406,4.5973080000000004e-17,0.01973102,0.1969358,7.934027e-39,3.445789e-15,0.03366251,2.130417e-05,0.04680992,1.5810709130858442,502.6921,4.172041385479793e-05,0.01973102,7.845575855276359e-11,4.172041e-05,0.0003893132,9.790909e-13
0.2395031,0.74106,0.005360981,7.639079e-17,0.02044626,0.1956331,1.295955e-38,5.630955e-15,0.03488307,2.293095e-05,0.04759417,1.6072596704796225,509.2485,4.2765772440961334e-05,0.02044626,1.2093671093595553e-10,4.276577e-05,0.0004180495,1.538459e-12
0.2477599,0.7401617,0.005545802,1.248293e-16,0.02115092,0.1943497,1.71188e-36,9.081467e-15,0.03608573,2.460036e-05,0.04836608,1.6330033904416392,515.6453,4.3799665756866044e-05,0.02115092,1.869001774421484e-10,4.379967e-05,0.0004473614,2.420761e-12
0.2559129,0.7392746,0.005728303,2.010155e-16,0.02184663,0.1930825,0.0,1.448529e-14,0.03727332,2.630304e-05,0.04912748,1.6583640669654043,521.9003,4.482415453697729e-05,0.02184663,2.8942084785852957e-10,4.482415e-05,0.0004772752,3.812715e-12
0.2639771,0.7383971,0.005908818,3.195035e-16,0.0225346,0.1918293,2.217186e-37,2.288639e-14,0.03844804,2.802506e-05,0.04987976,1.6833888907780252,528.0276,4.58407837319991e-05,0.0225346,4.4863542813124646e-10,4.584078e-05,0.0005078082,6.005635e-12
0.2719521,0.7375293,0.006087341,5.015416e-16,0.02321473,0.1905902,1.7923169999999999e-35,3.583474e-14,0.03960986,2.974455e-05,0.05062286,1.7080770007944268,534.0286,4.6849153058559545e-05,0.02321473,6.94871857501285e-10,4.684915e-05,0.0005389237,9.444107e-12
