Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
7.458131e-03,7.672417e-01,1.038885e-09,9.048279e-17,3.851871e-03,2.288864e-01,3.093226e-40,7.685583e-26,3.921001e-16,1.776389e-05,2.791307e-02,2.045840e-05,3.406189e+02,1.029605e+00,3.851871e-03,5.908543e-15,1.987014e-05,1.483691e-05,2.275895e-17
1.469499e-02,7.673619e-01,2.046948e-09,7.051705e-15,7.589461e-03,2.250093e-01,3.175185e-39,1.241881e-24,7.725671e-16,3.500075e-05,3.075139e-02,2.237044e-05,3.857741e+02,9.067087e-01,7.589461e-03,6.406931e-13,2.467214e-05,5.759992e-05,4.862515e-15
2.152392e-02,7.674753e-01,2.998188e-09,2.013399e-13,1.111637e-02,2.213507e-01,2.647270e-37,9.946389e-24,1.131588e-15,5.126602e-05,3.332388e-02,2.405892e-05,4.278562e+02,8.155142e-01,1.111637e-02,2.026072e-11,2.950153e-05,1.235737e-04,2.252257e-13
2.789362e-02,7.675811e-01,3.885460e-09,2.802320e-12,1.440611e-02,2.179382e-01,3.342145e-37,5.450168e-23,1.466466e-15,6.643751e-05,3.565445e-02,2.554874e-05,4.666314e+02,7.460335e-01,1.440611e-02,2.907352e-10,3.424610e-05,2.075360e-04,4.188363e-12
3.386174e-02,7.676802e-01,4.716793e-09,2.285674e-11,1.748844e-02,2.147408e-01,6.124794e-36,2.476134e-22,1.780231e-15,8.065252e-05,3.779238e-02,2.688013e-05,5.025323e+02,6.912516e-01,1.748844e-02,2.375490e-09,3.888617e-05,3.058455e-04,4.154361e-11
3.949738e-02,7.677738e-01,5.501814e-09,1.254069e-10,2.039905e-02,2.117215e-01,4.062002e-35,1.014198e-21,2.076517e-15,9.407576e-05,3.977999e-02,2.808661e-05,5.360426e+02,6.467291e-01,2.039905e-02,1.288671e-08,4.342871e-05,4.161212e-04,2.628766e-10
4.485397e-02,7.678628e-01,6.247967e-09,5.106422e-10,2.316555e-02,2.088517e-01,7.788255e-34,3.745368e-21,2.358137e-15,1.068347e-04,4.164717e-02,2.919217e-05,5.675353e+02,6.096710e-01,2.316555e-02,5.155322e-08,4.788184e-05,5.366427e-04,1.194259e-09
4.997636e-02,7.679479e-01,6.961509e-09,1.660189e-09,2.581109e-02,2.061074e-01,1.104889e-32,1.228183e-20,2.627458e-15,1.190369e-04,4.341674e-02,3.021507e-05,5.973199e+02,5.782107e-01,2.581109e-02,1.641374e-07,5.225616e-05,6.662124e-04,4.236565e-09
5.490621e-02,7.680297e-01,7.648272e-09,4.546637e-09,2.835719e-02,2.034662e-01,1.126072e-31,3.572010e-20,2.886700e-15,1.307829e-04,4.510773e-02,3.117025e-05,6.256762e+02,5.510353e-01,2.835719e-02,4.394193e-07,5.656670e-05,8.041302e-04,1.246070e-08
5.968548e-02,7.681091e-01,8.314175e-09,1.091142e-08,3.082552e-02,2.009058e-01,8.954718e-31,9.315567e-20,3.138138e-15,1.421748e-04,4.673759e-02,3.207073e-05,6.528756e+02,5.271803e-01,3.082552e-02,1.029668e-06,6.083446e-05,9.502127e-04,3.174005e-08
6.436017e-02,7.681867e-01,8.965799e-09,2.364325e-08,3.323983e-02,1.984013e-01,5.905183e-30,2.213386e-19,3.384338e-15,1.533261e-04,4.832389e-02,3.292873e-05,6.792021e+02,5.059044e-01,3.323983e-02,2.176026e-06,6.508884e-05,1.104886e-03,7.233073e-08
6.897791e-02,7.682634e-01,9.610148e-09,4.731086e-08,3.562474e-02,1.959274e-01,3.386213e-29,4.867484e-19,3.628101e-15,1.643561e-04,4.988388e-02,3.375547e-05,7.049386e+02,4.866359e-01,3.562474e-02,4.240615e-06,6.936494e-05,1.269122e-03,1.510708e-07
7.357491e-02,7.683398e-01,1.025301e-08,8.885073e-08,3.799892e-02,1.934645e-01,1.747214e-28,1.003434e-18,3.871889e-15,1.753600e-04,5.143030e-02,3.455909e-05,7.302947e+02,4.689748e-01,3.799892e-02,7.740502e-06,7.369072e-05,1.443918e-03,2.941307e-07
7.816794e-02,7.684160e-01,1.089814e-08,1.581571e-07,4.037106e-02,1.910038e-01,8.275066e-28,1.954344e-18,4.117584e-15,1.863905e-04,5.296885e-02,3.534371e-05,7.553667e+02,4.526722e-01,4.037106e-02,1.335660e-05,7.807793e-05,1.629822e-03,5.392201e-07
8.276344e-02,7.684924e-01,1.154896e-08,2.684873e-07,4.274446e-02,1.885418e-01,3.634671e-27,3.613759e-18,4.367206e-15,1.974797e-04,5.450143e-02,3.611138e-05,7.801926e+02,4.375570e-01,4.274446e-02,2.190854e-05,8.252954e-05,1.827089e-03,9.364687e-07
8.736433e-02,7.685688e-01,1.221019e-08,4.367988e-07,4.512064e-02,1.860769e-01,1.488971e-26,6.371631e-18,4.623623e-15,2.086560e-04,5.602852e-02,3.686343e-05,8.047907e+02,4.234952e-01,4.512064e-02,3.430549e-05,8.704569e-05,2.035872e-03,1.547886e-06
9.194005e-02,7.686448e-01,1.288423e-08,6.812057e-07,4.748380e-02,1.836254e-01,5.637203e-26,1.070928e-17,4.889160e-15,2.198689e-04,5.753931e-02,3.759578e-05,8.290030e+02,4.104642e-01,4.748380e-02,5.127852e-05,9.159332e-05,2.254711e-03,2.434899e-06
9.639556e-02,7.687188e-01,1.356645e-08,1.013836e-06,4.978486e-02,1.812384e-01,1.921872e-25,1.707113e-17,5.163505e-15,2.309064e-04,5.900198e-02,3.829467e-05,8.523430e+02,3.985992e-01,4.978486e-02,7.288572e-05,9.607312e-05,2.478532e-03,3.628605e-06
1.006216e-01,7.687889e-01,1.425032e-08,1.434240e-06,5.196737e-02,1.789743e-01,5.746583e-25,2.569788e-17,5.445118e-15,2.415055e-04,6.038075e-02,3.894520e-05,8.742697e+02,3.880259e-01,5.196737e-02,9.824971e-05,1.003675e-04,2.700608e-03,5.105779e-06
1.045771e-01,7.688546e-01,1.493833e-08,1.934965e-06,5.401013e-02,1.768551e-01,1.503256e-24,3.668703e-17,5.735418e-15,2.515561e-04,6.166287e-02,3.954367e-05,8.946106e+02,3.786775e-01,5.401013e-02,1.261567e-04,1.044257e-04,2.917094e-03,6.813740e-06
