Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
1.157406e-02,7.658698e-01,2.440227e-04,2.800231e-23,1.154275e-03,2.309300e-01,0.000000e+00,4.106211e-21,1.665562e-03,1.923020e-06,2.607088e-02,1.895424e-05,3.075246e+02,1.137575e+00,1.154275e-03,7.290223e-17,1.666197e-05,1.332351e-06,8.414922e-20
2.310278e-02,7.646265e-01,4.870896e-04,7.564409e-23,2.304029e-03,2.289855e-01,2.197096e-36,1.197960e-20,3.324601e-03,3.859935e-06,2.730653e-02,1.955691e-05,3.213048e+02,1.083198e+00,2.304029e-03,6.966706e-16,1.805479e-05,5.308550e-06,1.605149e-18
3.453804e-02,7.633934e-01,7.281859e-04,1.634849e-22,3.444462e-03,2.270568e-01,1.945281e-36,2.523760e-20,4.970189e-03,5.804902e-06,2.852620e-02,2.013303e-05,3.347875e+02,1.034308e+00,3.444462e-03,3.480708e-15,1.946522e-05,1.186432e-05,1.198917e-17
4.585306e-02,7.621732e-01,9.667472e-04,3.156970e-22,4.572904e-03,2.251484e-01,0.000000e+00,4.598879e-20,6.598475e-03,7.754114e-06,2.972797e-02,2.068337e-05,3.479477e+02,9.902246e-01,4.572904e-03,1.278268e-14,2.088755e-05,2.091145e-05,5.845397e-17
5.704695e-02,7.609661e-01,1.202755e-03,5.777089e-22,5.689265e-03,2.232604e-01,0.000000e+00,7.804949e-20,8.209330e-03,9.707536e-06,3.091254e-02,2.120982e-05,3.607916e+02,9.502843e-01,5.689265e-03,3.865842e-14,2.231945e-05,3.236774e-05,2.199380e-16
6.812737e-02,7.597712e-01,1.436370e-03,1.065617e-21,6.794309e-03,2.213916e-01,3.866213e-35,1.312679e-19,9.803855e-03,1.166632e-05,3.208135e-02,2.171442e-05,3.733351e+02,9.139142e-01,6.794309e-03,1.017562e-13,2.375980e-05,4.616263e-05,6.913631e-16
7.910230e-02,7.585877e-01,1.667761e-03,2.142253e-21,7.888834e-03,2.195405e-01,3.405120e-37,2.354516e-19,1.138320e-02,1.363161e-05,3.323578e-02,2.219903e-05,3.855939e+02,8.806400e-01,7.888834e-03,2.408013e-13,2.520784e-05,6.223370e-05,1.899641e-15
8.997854e-02,7.574148e-01,1.897071e-03,4.984878e-21,8.973516e-03,2.177062e-01,2.659546e-34,4.809333e-19,1.294834e-02,1.560422e-05,3.437697e-02,2.266522e-05,3.975820e+02,8.500699e-01,8.973516e-03,5.233586e-13,2.666277e-05,8.052399e-05,4.696367e-15
1.007601e-01,7.562521e-01,2.124384e-03,1.326510e-20,1.004875e-02,2.158878e-01,1.439552e-33,1.127140e-18,1.449986e-02,1.758447e-05,3.550570e-02,2.311431e-05,4.093097e+02,8.218817e-01,1.004875e-02,1.060559e-12,2.812365e-05,1.009774e-04,1.065729e-14
1.114477e-01,7.550996e-01,2.349719e-03,3.778911e-20,1.111463e-02,2.140853e-01,8.140661e-34,2.874414e-18,1.603786e-02,1.957203e-05,3.662236e-02,2.354736e-05,4.207838e+02,7.958096e-01,1.111463e-02,2.026686e-12,2.958919e-05,1.235350e-04,2.252587e-14
1.220409e-01,7.539573e-01,2.573061e-03,1.086252e-19,1.217108e-02,2.122987e-01,2.763529e-33,7.511762e-18,1.756228e-02,2.156621e-05,3.772714e-02,2.396527e-05,4.320095e+02,7.716287e-01,1.217108e-02,3.685628e-12,3.105803e-05,1.481352e-04,4.485807e-14
1.325402e-01,7.528250e-01,2.794423e-03,3.053690e-19,1.321816e-02,2.105280e-01,5.333607e-34,1.941022e-17,1.907317e-02,2.356642e-05,3.882031e-02,2.436889e-05,4.429929e+02,7.491426e-01,1.321816e-02,6.429370e-12,3.252904e-05,1.747198e-04,8.498444e-14
1.429484e-01,7.517026e-01,3.013866e-03,8.295950e-19,1.425617e-02,2.087726e-01,7.269554e-34,4.889266e-17,2.057096e-02,2.557243e-05,3.990236e-02,2.475909e-05,4.537428e+02,7.281762e-01,1.425617e-02,1.084071e-11,3.400151e-05,2.032384e-04,1.545470e-13
1.532712e-01,7.505895e-01,3.231507e-03,2.171410e-18,1.528565e-02,2.070317e-01,1.255377e-33,1.197137e-16,2.205645e-02,2.758439e-05,4.097404e-02,2.513679e-05,4.642700e+02,7.085731e-01,1.528565e-02,1.780751e-11,3.547522e-05,2.336511e-04,2.721994e-13
