Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
1.292183e-02,7.657132e-01,2.067672e-04,3.481629e-20,1.822513e-03,2.302324e-01,9.375562e-36,1.410898e-18,1.891609e-03,2.779067e-06,2.661348e-02,1.935394e-05,3.163353e+02,1.105750e+00,1.822513e-03,3.323079e-15,1.750300e-05,3.321554e-06,6.056355e-18
2.568305e-02,7.643260e-01,4.109646e-04,1.832182e-19,3.622374e-03,2.276156e-01,2.731279e-35,9.770665e-18,3.759709e-03,5.523653e-06,2.835321e-02,2.031729e-05,3.385416e+02,1.027832e+00,3.622374e-03,3.779967e-14,1.976713e-05,1.312159e-05,1.369245e-16
3.811183e-02,7.629749e-01,6.098423e-04,7.264661e-19,5.375346e-03,2.250670e-01,1.108331e-35,4.286307e-17,5.579141e-03,8.196799e-06,3.002576e-02,2.121092e-05,3.598392e+02,9.621124e-01,5.375346e-03,2.145611e-13,2.204620e-05,2.889434e-05,1.153340e-15
5.011801e-02,7.616697e-01,8.019579e-04,2.346861e-18,7.068714e-03,2.226051e-01,1.265823e-36,1.443657e-16,7.336710e-03,1.077911e-05,3.162472e-02,2.203653e-05,3.801038e+02,9.063950e-01,7.068714e-03,8.545826e-13,2.431228e-05,4.996672e-05,6.040800e-15
6.171452e-02,7.604091e-01,9.875183e-04,6.499997e-18,8.704302e-03,2.202271e-01,1.074924e-34,4.058883e-16,9.034308e-03,1.327337e-05,3.315631e-02,2.280209e-05,3.993896e+02,8.585988e-01,8.704302e-03,2.716502e-12,2.655733e-05,7.576487e-05,2.364525e-14
7.295603e-02,7.591870e-01,1.167398e-03,1.598434e-17,1.028982e-02,2.179220e-01,9.719568e-38,1.000999e-15,1.067994e-02,1.569131e-05,3.463108e-02,2.351678e-05,4.178167e+02,8.170334e-01,1.028982e-02,7.374402e-12,2.878313e-05,1.058804e-04,7.588127e-14
8.390571e-02,7.579967e-01,1.342608e-03,3.579689e-17,1.183418e-02,2.156767e-01,4.712089e-36,2.237364e-15,1.228285e-02,1.804653e-05,3.605980e-02,2.418895e-05,4.355131e+02,7.804092e-01,1.183418e-02,1.781554e-11,3.099521e-05,1.400478e-04,2.108323e-13
9.462854e-02,7.568311e-01,1.514188e-03,7.460515e-17,1.334654e-02,2.134779e-01,7.670060e-35,4.641700e-15,1.385255e-02,2.035300e-05,3.745276e-02,2.482587e-05,4.526031e+02,7.477416e-01,1.334654e-02,3.941447e-11,3.320114e-05,1.781301e-04,5.260468e-13
1.051833e-01,7.556837e-01,1.683079e-03,1.479666e-16,1.483520e-02,2.113136e-01,0.000000e+00,9.116431e-15,1.539764e-02,2.262335e-05,3.881895e-02,2.543356e-05,4.691952e+02,7.182865e-01,1.483520e-02,8.171208e-11,3.540866e-05,2.200832e-04,1.212215e-12
1.156061e-01,7.545507e-01,1.849859e-03,2.867499e-16,1.630525e-02,2.091763e-01,3.348854e-35,1.727946e-14,1.692343e-02,2.486534e-05,4.016411e-02,2.601605e-05,4.853578e+02,6.915149e-01,1.630525e-02,1.622485e-10,3.762182e-05,2.658612e-04,2.645502e-12
