Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
8.906115e-03,7.670268e-01,2.833389e-05,1.453139e-06,4.279043e-03,2.281631e-01,4.476051e-24,8.859439e-10,3.556842e-05,2.860404e-04,2.822867e-02,2.064547e-05,3.449654e+02,1.015972e+00,4.279043e-03,7.605391e-03,2.032090e-05,1.831021e-05,3.254380e-05
1.691591e-02,7.669449e-01,5.381703e-05,4.621890e-06,8.127196e-03,2.239186e-01,1.863888e-22,9.868203e-09,6.753413e-05,5.466616e-04,3.112672e-02,2.256301e-05,3.905715e+02,8.946396e-01,8.127196e-03,3.727705e-02,2.522022e-05,6.605131e-05,3.029579e-04
2.389104e-02,7.668735e-01,7.601076e-05,9.262333e-06,1.147793e-02,2.202219e-01,2.233519e-21,4.097409e-08,9.534207e-05,7.769314e-04,3.355773e-02,2.412677e-05,4.297395e+02,8.109709e-01,1.147793e-02,9.441187e-02,2.975048e-05,1.317429e-04,1.083653e-03
3.019220e-02,7.668090e-01,9.606464e-05,1.514658e-05,1.450447e-02,2.168820e-01,1.506390e-20,1.035277e-07,1.204375e-04,9.879450e-04,3.569772e-02,2.546727e-05,4.646698e+02,7.482368e-01,1.450447e-02,1.831666e-01,3.403638e-05,2.103796e-04,2.656734e-03
3.610372e-02,7.667485e-01,1.148863e-04,2.221948e-05,1.734333e-02,2.137483e-01,7.248353e-20,2.050798e-07,1.439625e-04,1.188701e-03,3.766764e-02,2.667015e-05,4.970376e+02,6.979619e-01,1.734333e-02,3.097972e-01,3.821147e-05,3.007911e-04,5.372915e-03
4.175190e-02,7.666905e-01,1.328816e-04,3.042732e-05,2.005510e-02,2.107537e-01,2.758934e-19,3.525256e-07,1.664297e-04,1.383169e-03,3.952267e-02,2.777501e-05,5.275897e+02,6.561537e-01,2.005510e-02,4.809726e-01,4.233004e-05,4.022070e-04,9.645954e-03
4.720912e-02,7.666344e-01,1.502864e-04,3.973029e-05,2.267442e-02,2.078602e-01,8.812459e-19,5.525386e-07,1.881376e-04,1.573617e-03,4.129463e-02,2.880492e-05,5.567538e+02,6.205137e-01,2.267442e-02,7.037034e-01,4.642109e-05,5.141293e-04,1.595607e-02
5.251708e-02,7.665798e-01,1.672396e-04,5.008886e-05,2.522117e-02,2.050456e-01,2.452582e-18,8.113013e-07,2.092638e-04,1.761316e-03,4.300232e-02,2.977394e-05,5.847777e+02,5.896049e-01,2.522117e-02,9.848267e-01,5.049812e-05,6.361074e-04,2.483848e-02
5.769911e-02,7.665262e-01,1.838234e-04,6.145801e-05,2.770641e-02,2.022978e-01,6.103718e-18,1.134228e-06,2.299142e-04,1.946919e-03,4.465683e-02,3.069097e-05,6.118043e+02,5.624675e-01,2.770641e-02,1.330597e+00,5.456488e-05,7.676452e-04,3.686607e-02
