Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
1.242783e-02,7.657733e-01,2.700735e-04,2.797180e-23,1.154660e-03,2.308631e-01,2.663306e-39,5.245494e-21,1.796616e-03,1.271514e-06,2.609944e-02,1.894944e-05,3.074610e+02,1.137314e+00,1.154660e-03,4.235475e-17,1.666157e-05,1.333240e-06,4.890534e-20
2.475084e-02,7.644401e-01,5.378690e-04,7.414906e-23,2.299580e-03,2.288612e-01,4.586628e-36,1.516804e-20,3.578079e-03,2.576221e-06,2.735877e-02,1.954419e-05,3.211037e+02,1.082963e+00,2.299580e-03,3.874786e-16,1.804696e-05,5.288068e-06,8.910380e-19
3.685265e-02,7.631308e-01,8.008578e-04,1.599538e-22,3.423951e-03,2.268952e-01,8.397540e-36,3.151218e-20,5.327565e-03,3.906514e-06,2.859045e-02,2.010669e-05,3.343087e+02,1.034561e+00,3.423951e-03,1.861699e-15,1.943500e-05,1.172344e-05,6.374366e-18
4.867205e-02,7.618520e-01,1.057709e-03,3.079444e-22,4.522081e-03,2.249751e-01,5.057686e-36,5.633981e-20,7.036223e-03,5.256818e-06,2.978919e-02,2.063688e-05,3.470228e+02,9.914209e-01,4.522081e-03,6.560509e-15,2.081546e-05,2.044922e-05,2.966715e-17
6.021716e-02,7.606030e-01,1.308600e-03,5.576769e-22,5.594728e-03,2.230997e-01,5.548275e-37,9.326130e-20,8.705231e-03,6.627634e-06,3.095658e-02,2.113767e-05,3.592692e+02,9.527368e-01,5.594728e-03,1.900188e-14,2.218626e-05,3.130098e-05,1.063104e-16
7.151751e-02,7.593804e-01,1.554172e-03,1.001004e-21,6.644635e-03,2.212640e-01,9.570000e-36,1.511591e-19,1.033885e-02,8.021619e-06,3.209620e-02,2.161252e-05,3.710924e+02,9.177951e-01,6.644635e-03,4.788102e-14,2.354831e-05,4.415117e-05,3.181519e-16
8.259892e-02,7.581815e-01,1.794986e-03,1.894425e-21,7.674199e-03,2.194639e-01,2.037361e-35,2.547759e-19,1.194083e-02,9.440990e-06,3.321113e-02,2.206429e-05,3.825312e+02,8.860296e-01,7.674199e-03,1.085343e-13,2.490243e-05,5.889333e-05,8.329138e-16
9.347722e-02,7.570045e-01,2.031386e-03,3.977773e-21,8.684893e-03,2.176968e-01,3.118965e-37,4.719993e-19,1.351344e-02,1.088691e-05,3.430333e-02,2.249516e-05,3.936124e+02,8.570028e-01,8.684893e-03,2.261632e-13,2.624864e-05,7.542737e-05,1.964203e-15
1.041570e-01,7.558491e-01,2.263471e-03,9.287800e-21,9.677138e-03,2.159620e-01,1.079884e-38,9.777378e-19,1.505734e-02,1.235896e-05,3.537356e-02,2.290666e-05,4.043505e+02,8.303787e-01,9.677138e-03,4.397734e-13,2.758580e-05,9.364700e-05,4.255748e-15
