Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
6.295576e-03,7.671593e-01,5.408781e-06,2.034329e-06,3.194688e-03,2.294659e-01,5.042997e-24,3.949842e-13,6.297759e-08,1.195508e-04,2.739865e-02,2.010167e-05,3.325042e+02,1.055157e+00,3.194688e-03,8.418135e-03,1.905088e-05,1.020603e-05,2.689331e-05
1.254304e-02,7.672004e-01,1.077642e-05,5.695504e-06,6.364676e-03,2.260755e-01,1.655107e-22,4.515523e-12,1.254364e-07,2.407135e-04,2.983469e-02,2.174738e-05,3.707794e+02,9.440740e-01,6.364676e-03,3.624224e-02,2.303567e-05,4.050910e-05,2.306701e-04
1.868872e-02,7.672408e-01,1.605717e-05,1.121679e-05,9.482613e-03,2.227398e-01,1.872241e-21,3.406156e-11,1.868147e-07,3.626946e-04,3.214130e-02,2.327115e-05,4.079968e+02,8.560304e-01,9.482613e-03,8.636672e-02,2.718496e-05,8.991995e-05,8.189822e-04
2.469690e-02,7.672803e-01,2.122106e-05,1.864094e-05,1.253028e-02,2.194781e-01,1.270312e-20,1.525130e-10,2.466975e-07,4.847630e-04,3.432954e-02,2.468301e-05,4.439511e+02,7.849781e-01,1.253028e-02,1.607199e-01,3.144420e-05,1.570079e-04,2.013865e-03
3.056378e-02,7.673189e-01,2.626595e-05,2.793711e-05,1.550566e-02,2.162924e-01,6.314377e-20,4.384168e-10,3.049938e-07,6.066922e-04,3.641657e-02,2.599705e-05,4.786364e+02,7.265351e-01,1.550566e-02,2.615172e-01,3.578224e-05,2.404255e-04,4.054997e-03
3.631085e-02,7.673567e-01,3.121199e-05,3.907521e-05,1.841954e-02,2.131710e-01,2.537249e-19,9.478018e-10,3.619114e-07,7.287386e-04,3.842348e-02,2.722945e-05,5.121963e+02,6.775090e-01,1.841954e-02,3.918684e-01,4.019054e-05,3.392795e-04,7.218036e-03
4.197525e-02,7.673940e-01,3.609350e-05,5.207869e-05,2.129066e-02,2.100936e-01,8.719315e-19,1.719524e-09,4.178501e-07,8.515205e-04,4.037266e-02,2.839644e-05,5.448590e+02,6.355796e-01,2.129066e-02,5.560983e-01,4.467802e-05,4.532922e-04,1.183970e-02
4.759729e-02,7.674309e-01,4.094843e-05,6.702464e-05,2.413931e-02,2.070384e-01,2.652600e-18,2.788248e-09,4.732630e-07,9.757714e-04,4.228446e-02,2.951212e-05,5.768609e+02,5.990907e-01,2.413931e-02,7.595589e-01,4.926152e-05,5.827063e-04,1.833523e-02
5.321042e-02,7.674678e-01,4.580996e-05,8.402412e-05,2.698227e-02,2.039871e-01,7.306557e-18,4.190114e-09,5.285513e-07,1.102115e-03,4.417465e-02,3.058715e-05,6.083888e+02,5.668832e-01,2.698227e-02,1.008272e+00,5.395671e-05,7.280429e-04,2.720547e-02
5.884882e-02,7.675049e-01,5.071342e-05,1.032413e-04,2.983663e-02,2.009212e-01,1.854045e-17,5.967151e-09,5.841424e-07,1.231218e-03,4.605760e-02,3.163077e-05,6.396244e+02,5.380923e-01,2.983663e-02,1.309196e+00,5.878317e-05,8.902245e-04,3.906200e-02
6.456887e-02,7.675426e-01,5.571561e-05,1.249829e-04,3.273067e-02,1.978100e-01,4.408461e-17,8.178667e-09,6.407081e-07,1.364287e-03,4.795370e-02,3.265489e-05,6.708594e+02,5.119696e-01,3.273067e-02,1.671916e+00,6.378287e-05,1.071297e-03,5.472293e-02
7.046363e-02,7.675813e-01,6.090901e-05,1.498116e-04,3.571107e-02,1.946029e-01,1.000323e-16,1.091906e-08,6.993279e-07,1.503436e-03,4.989404e-02,3.367609e-05,7.025633e+02,4.878158e-01,3.571107e-02,2.111354e+00,6.903444e-05,1.275281e-03,7.539871e-02
7.663622e-02,7.676219e-01,6.640128e-05,1.785094e-04,3.882939e-02,1.912437e-01,2.199052e-16,1.432164e-08,7.612633e-07,1.651084e-03,5.191141e-02,3.471043e-05,7.352260e+02,4.650944e-01,3.882939e-02,2.648315e+00,7.463094e-05,1.507722e-03,1.028325e-01
8.313094e-02,7.676646e-01,7.225670e-05,2.117683e-04,4.210717e-02,1.877081e-01,4.705937e-16,1.852391e-08,8.273157e-07,1.808262e-03,5.401774e-02,3.576230e-05,7.689946e+02,4.436155e-01,4.210717e-02,3.304227e+00,8.061553e-05,1.773014e-03,1.391316e-01
8.988422e-02,7.677090e-01,7.845077e-05,2.497880e-04,4.551132e-02,1.840306e-01,9.727741e-16,2.360449e-08,8.973336e-07,1.973298e-03,5.618879e-02,3.681862e-05,8.034499e+02,4.235417e-01,4.551132e-02,4.091942e+00,8.693033e-05,2.071280e-03,1.862297e-01
9.673407e-02,7.677541e-01,8.487139e-05,2.920714e-04,4.895921e-02,1.802991e-01,1.914176e-15,2.953408e-08,9.702248e-07,2.141952e-03,5.836871e-02,3.785316e-05,8.377086e+02,4.051995e-01,4.895921e-02,5.008391e+00,9.341858e-05,2.397004e-03,2.452069e-01
1.034790e-01,7.677984e-01,9.136168e-05,3.375516e-04,5.234870e-02,1.766233e-01,3.538062e-15,3.617555e-08,1.044411e-06,2.308884e-03,6.049052e-02,3.883747e-05,8.707627e+02,3.888504e-01,5.234870e-02,6.033827e+00,9.987767e-05,2.740386e-03,3.158630e-01
1.099566e-01,7.678410e-01,9.778629e-05,3.850529e-04,5.559793e-02,1.730916e-01,6.109560e-15,4.335005e-08,1.118534e-06,2.469707e-03,6.250206e-02,3.975225e-05,9.018726e+02,3.745390e-01,5.559793e-02,7.140385e+00,1.061365e-04,3.091130e-03,3.969906e-01
