Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
1.358823e-02,7.663782e-01,1.488430e-04,5.993707e-10,3.963697e-03,2.282695e-01,6.544161e-34,9.658045e-10,1.083594e-03,3.302155e-05,2.820601e-02,2.050146e-05,3.419536e+02,1.022735e+00,3.963697e-03,1.879765e-05,2.004572e-05,1.571089e-05,7.450819e-08
2.638114e-02,7.656818e-01,2.889743e-04,2.088727e-09,7.695388e-03,2.239268e-01,1.835747e-31,5.028709e-09,2.103768e-03,6.412898e-05,3.125368e-02,2.237910e-05,3.867173e+02,8.997104e-01,7.695388e-03,1.269922e-04,2.487367e-05,5.921900e-05,9.772543e-07
3.809389e-02,7.650441e-01,4.172738e-04,4.558877e-09,1.111198e-02,2.199508e-01,1.138724e-29,1.517688e-08,3.037810e-03,9.264629e-05,3.396176e-02,2.397999e-05,4.269622e+02,8.110950e-01,1.111198e-02,4.029447e-04,2.956496e-05,1.234761e-04,4.477513e-06
4.888129e-02,7.644568e-01,5.354376e-04,7.944282e-09,1.425861e-02,2.162890e-01,2.446044e-28,3.454871e-08,3.898068e-03,1.189671e-04,3.640582e-02,2.537000e-05,4.633938e+02,7.441232e-01,1.425861e-02,9.096120e-04,3.409382e-05,2.033080e-04,1.296980e-05
5.894611e-02,7.639088e-01,6.456868e-04,1.217885e-08,1.719441e-02,2.128724e-01,2.772572e-27,6.639883e-08,4.700717e-03,1.436030e-04,3.865453e-02,2.660337e-05,4.968316e+02,6.912768e-01,1.719441e-02,1.698686e-03,3.848440e-05,2.956477e-04,2.920790e-05
6.843946e-02,7.633919e-01,7.496770e-04,1.723230e-08,1.996346e-02,2.096498e-01,2.073197e-26,1.141803e-07,5.457810e-03,1.669408e-04,4.075494e-02,2.771663e-05,5.278780e+02,6.481844e-01,1.996346e-02,2.817911e-03,4.276041e-05,3.985397e-04,5.625525e-05
7.746969e-02,7.629001e-01,8.485954e-04,2.311366e-08,2.259734e-02,2.065845e-01,1.157565e-25,1.816355e-07,6.177994e-03,1.892646e-04,4.273917e-02,2.873471e-05,5.569640e+02,6.121544e-01,2.259734e-02,4.316276e-03,4.694030e-05,5.106398e-04,9.753636e-05
8.609557e-02,7.624302e-01,9.430860e-04,2.985471e-08,2.511318e-02,2.036564e-01,5.201619e-25,2.726741e-07,6.865958e-03,2.107371e-04,4.462534e-02,2.967305e-05,5.843413e+02,5.815028e-01,2.511318e-02,6.243291e-03,5.102822e-05,6.306718e-04,1.567889e-04
9.436406e-02,7.619797e-01,1.033664e-03,3.752636e-08,2.752465e-02,2.008498e-01,1.978632e-24,3.915878e-07,7.525451e-03,2.314920e-04,4.642713e-02,3.054347e-05,6.102118e+02,5.550518e-01,2.752465e-02,8.655446e-03,5.502814e-05,7.576064e-04,2.382381e-04
1.023194e-01,7.615462e-01,1.120814e-03,4.624968e-08,2.984465e-02,1.981494e-01,6.608258e-24,5.433218e-07,8.160003e-03,2.516565e-04,4.815643e-02,3.135586e-05,6.347593e+02,5.319347e-01,2.984465e-02,1.162288e-02,5.894682e-05,8.907031e-04,3.468808e-04
1.100051e-01,7.611272e-01,1.205014e-03,5.620835e-08,3.208586e-02,1.955407e-01,1.991715e-23,7.338071e-07,8.773095e-03,2.713576e-04,4.982412e-02,3.211876e-05,6.581566e+02,5.114945e-01,3.208586e-02,1.523692e-02,6.279395e-05,1.029502e-03,4.888897e-04
1.174636e-01,7.607205e-01,1.286728e-03,6.766451e-08,3.426062e-02,1.930092e-01,5.532883e-23,9.703340e-07,9.368106e-03,2.907207e-04,5.144030e-02,3.283960e-05,6.805647e+02,4.932256e-01,3.426062e-02,1.961884e-02,6.658130e-05,1.173790e-03,6.721536e-04
