Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
1.530324e-02,7.657587e-01,1.619827e-04,1.044665e-12,3.370434e-03,2.287036e-01,8.512704e-36,5.678254e-12,1.942080e-03,1.035321e-05,2.783396e-02,2.022294e-05,3.358078e+02,1.041062e+00,3.370434e-03,4.256619e-08,1.942530e-05,1.135983e-05,1.434665e-10
3.021533e-02,7.644343e-01,3.198252e-04,6.644321e-12,6.654721e-03,2.246319e-01,0.000000e+00,5.353962e-11,3.834522e-03,2.044202e-05,3.065910e-02,2.192624e-05,3.762333e+02,9.239345e-01,6.654721e-03,5.458613e-07,2.373138e-05,4.428531e-05,3.632555e-09
4.437056e-02,7.631771e-01,4.696564e-04,2.401068e-11,9.772313e-03,2.207668e-01,1.125714e-33,2.646934e-10,5.630912e-03,3.001975e-05,3.326956e-02,2.343320e-05,4.138645e+02,8.354289e-01,9.772313e-03,2.934696e-06,2.804930e-05,9.549810e-05,2.867877e-08
5.765535e-02,7.619972e-01,6.102742e-04,6.253786e-11,1.269819e-02,2.171394e-01,0.000000e+00,8.865830e-10,7.316840e-03,3.901129e-05,3.567362e-02,2.476472e-05,4.485173e+02,7.670301e-01,1.269819e-02,1.000533e-05,3.228650e-05,1.612440e-04,1.270496e-07
7.019775e-02,7.608833e-01,7.430338e-04,1.318492e-10,1.546056e-02,2.137148e-01,1.458889e-32,2.297328e-09,8.908554e-03,4.750626e-05,3.791350e-02,2.595770e-05,4.806398e+02,7.124057e-01,1.546056e-02,2.577335e-05,3.643668e-05,2.390289e-04,3.984704e-07
8.217126e-02,7.598198e-01,8.697720e-04,2.407910e-10,1.809763e-02,2.104454e-01,1.736569e-31,4.986896e-09,1.042808e-02,5.562654e-05,4.003195e-02,2.704482e-05,5.107658e+02,6.673943e-01,1.809763e-02,5.514446e-05,4.052300e-05,3.275242e-04,9.979840e-07
9.371119e-02,7.587949e-01,9.919209e-04,3.971774e-10,2.063919e-02,2.072945e-01,2.197295e-30,9.528161e-09,1.189258e-02,6.346978e-05,4.206027e-02,2.804931e-05,5.393023e+02,6.293724e-01,2.063919e-02,1.036164e-04,4.456711e-05,4.259762e-04,2.138559e-06
1.049104e-01,7.578002e-01,1.110463e-03,6.074947e-10,2.310568e-02,2.042366e-01,1.994933e-29,1.653132e-08,1.331385e-02,7.110656e-05,4.401961e-02,2.898700e-05,5.665296e+02,5.966446e-01,2.310568e-02,1.769380e-04,4.858336e-05,5.338724e-04,4.088273e-06
1.158230e-01,7.568309e-01,1.225973e-03,8.770998e-10,2.550902e-02,2.012570e-01,1.423713e-28,2.659755e-08,1.469877e-02,7.858275e-05,4.592269e-02,2.986817e-05,5.926199e+02,5.680855e-01,2.550902e-02,2.808701e-04,5.257689e-05,6.507101e-04,7.164721e-06
