Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
1.217009e-02,7.657992e-01,2.137031e-04,2.745411e-21,1.574612e-03,2.305080e-01,4.186099e-40,1.823478e-19,1.764572e-03,2.772431e-06,2.640402e-02,1.920680e-05,3.130651e+02,1.117491e+00,1.574612e-03,7.624650e-16,1.718743e-05,2.479403e-06,1.200587e-18
2.420139e-02,7.644955e-01,4.249690e-04,1.345120e-20,3.131267e-03,2.281610e-01,1.831939e-38,1.085683e-18,3.509021e-03,5.513455e-06,2.794749e-02,2.003786e-05,3.321292e+02,1.048025e+00,3.131267e-03,8.834151e-15,1.911964e-05,9.804833e-06,2.766209e-17
3.595056e-02,7.632224e-01,6.312809e-04,5.052666e-20,4.651419e-03,2.258690e-01,0.000000e+00,4.242698e-18,5.212562e-03,8.190424e-06,2.943946e-02,2.081447e-05,3.504798e+02,9.882758e-01,4.651419e-03,5.075553e-14,2.106140e-05,2.163570e-05,2.360852e-16
4.733460e-02,7.619888e-01,8.311813e-04,1.577241e-19,6.124330e-03,2.236483e-01,7.515600e-38,1.309038e-17,6.863164e-03,1.078441e-05,3.087303e-02,2.153693e-05,3.680098e+02,9.367429e-01,6.124330e-03,2.046029e-13,2.299129e-05,3.750742e-05,1.253056e-15
5.835114e-02,7.607951e-01,1.024628e-03,4.276152e-19,7.549691e-03,2.214992e-01,1.425323e-37,3.436433e-17,8.460479e-03,1.329486e-05,3.225083e-02,2.221027e-05,3.847405e+02,8.919212e-01,7.549691e-03,6.559829e-13,2.490161e-05,5.699783e-05,4.952468e-15
6.903966e-02,7.596369e-01,1.212315e-03,1.036846e-18,8.932612e-03,2.194141e-01,6.010792e-37,8.017475e-17,1.001024e-02,1.573075e-05,3.358007e-02,2.284113e-05,4.007547e+02,8.525071e-01,8.932612e-03,1.786872e-12,2.679289e-05,7.979156e-05,1.596143e-14
7.944840e-02,7.585091e-01,1.395090e-03,2.298149e-18,1.027933e-02,2.173836e-01,1.432985e-37,1.710984e-16,1.151942e-02,1.810305e-05,3.486846e-02,2.343574e-05,4.161445e+02,8.174722e-01,1.027933e-02,4.306316e-12,2.866855e-05,1.056646e-04,4.426604e-14
8.963856e-02,7.574049e-01,1.574026e-03,4.751666e-18,1.159778e-02,2.153958e-01,7.548184e-37,3.413827e-16,1.299692e-02,2.042570e-05,3.612487e-02,2.400023e-05,4.310165e+02,7.859784e-01,1.159778e-02,9.446578e-12,3.053548e-05,1.345085e-04,1.095593e-13
9.968266e-02,7.563165e-01,1.750397e-03,9.375084e-18,1.289732e-02,2.134364e-01,0.000000e+00,6.491201e-16,1.445324e-02,2.271521e-05,3.735920e-02,2.454058e-05,4.454883e+02,7.573365e-01,1.289732e-02,1.928072e-11,3.240380e-05,1.663409e-04,2.486696e-13
1.096264e-01,7.552391e-01,1.925006e-03,1.812946e-17,1.418387e-02,2.114966e-01,0.000000e+00,1.197277e-15,1.589500e-02,2.498197e-05,3.857780e-02,2.506074e-05,4.596341e+02,7.310693e-01,1.418387e-02,3.721879e-11,3.427957e-05,2.011822e-04,5.279065e-13
1.194812e-01,7.541712e-01,2.098054e-03,3.551238e-17,1.545893e-02,2.095742e-01,1.743792e-37,2.185803e-15,1.732389e-02,2.722860e-05,3.978269e-02,2.556252e-05,4.734772e+02,7.068706e-01,1.545893e-02,6.889774e-11,3.616294e-05,2.389785e-04,1.065085e-12
1.292411e-01,7.531137e-01,2.269434e-03,7.291808e-17,1.672170e-02,2.076703e-01,0.000000e+00,4.054695e-15,1.873899e-02,2.945367e-05,4.097359e-02,2.604668e-05,4.870154e+02,6.845230e-01,1.672170e-02,1.241937e-10,3.805085e-05,2.796153e-04,2.076730e-12
1.388857e-01,7.520686e-01,2.438791e-03,1.598931e-16,1.796956e-02,2.057889e-01,1.189883e-36,7.866508e-15,2.013739e-02,3.165255e-05,4.214849e-02,2.651323e-05,5.002279e+02,6.638672e-01,1.796956e-02,2.221321e-10,3.993755e-05,3.229051e-04,3.991616e-12
1.483928e-01,7.510384e-01,2.605732e-03,3.707554e-16,1.919962e-02,2.039343e-01,6.023792e-37,1.627162e-14,2.151584e-02,3.382009e-05,4.330504e-02,2.696210e-05,5.130923e+02,6.447665e-01,1.919962e-02,4.029671e-10,4.181684e-05,3.686254e-04,7.736815e-12
1.577597e-01,7.500235e-01,2.770212e-03,8.833116e-16,2.041154e-02,2.021070e-01,0.000000e+00,3.579820e-14,2.287398e-02,3.595564e-05,4.444325e-02,2.739412e-05,5.256135e+02,6.270623e-01,2.041154e-02,7.568210e-10,4.368644e-05,4.166310e-04,1.544788e-11
1.670037e-01,7.490218e-01,2.932534e-03,2.101340e-15,2.160757e-02,2.003037e-01,0.000000e+00,8.196400e-14,2.421429e-02,3.806303e-05,4.556549e-02,2.781094e-05,5.378227e+02,6.105826e-01,2.160757e-02,1.487355e-09,4.554820e-05,4.668871e-04,3.213813e-11
1.761427e-01,7.480315e-01,3.093013e-03,4.894775e-15,2.279001e-02,1.985209e-01,0.000000e+00,1.899633e-13,2.553938e-02,4.014621e-05,4.667414e-02,2.821407e-05,5.497506e+02,5.951798e-01,2.279001e-02,3.044201e-09,4.740428e-05,5.193846e-04,6.937737e-11
1.851917e-01,7.470510e-01,3.251911e-03,1.104926e-14,2.396080e-02,1.967557e-01,0.000000e+00,4.358723e-13,2.685142e-02,4.220838e-05,4.777122e-02,2.860481e-05,5.614228e+02,5.807311e-01,2.396080e-02,6.386033e-09,4.925655e-05,5.741199e-04,1.530145e-10
1.941668e-01,7.460785e-01,3.409511e-03,2.407707e-14,2.512203e-02,1.950048e-01,1.432819e-35,9.769067e-13,2.815274e-02,4.425283e-05,4.885880e-02,2.898438e-05,5.728652e+02,5.671292e-01,2.512203e-02,1.348228e-08,5.110719e-05,6.311164e-04,3.387022e-10
2.030824e-01,7.451124e-01,3.566066e-03,5.062887e-14,2.627556e-02,1.932656e-01,1.581911e-35,2.124650e-12,2.944544e-02,4.628224e-05,4.993875e-02,2.935385e-05,5.841009e+02,5.542829e-01,2.627556e-02,2.823250e-08,5.295825e-05,6.904051e-04,7.418247e-10
