Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
5.794526e-03,7.671647e-01,4.175428e-06,1.522984e-06,2.948615e-03,2.297425e-01,2.110805e-24,1.142216e-13,1.619254e-08,9.567570e-05,2.720753e-02,1.997191e-05,3.295712e+02,1.064747e+00,2.948615e-03,5.080171e-03,1.875742e-05,8.694330e-06,1.497947e-05
1.141418e-02,7.672101e-01,8.224967e-06,4.141528e-06,5.808052e-03,2.266974e-01,6.021335e-23,1.076435e-12,3.188694e-08,1.902175e-04,2.941903e-02,2.147086e-05,3.642033e+02,9.615242e-01,5.808052e-03,2.138412e-02,2.233003e-05,3.373347e-05,1.242001e-04
1.671097e-02,7.672528e-01,1.204215e-05,7.849317e-06,8.502957e-03,2.238270e-01,5.678055e-22,6.865046e-12,4.666597e-08,2.811323e-04,3.143157e-02,2.280872e-05,3.965194e+02,8.814552e-01,8.502957e-03,4.904116e-02,2.587621e-05,7.230028e-05,4.169949e-04
2.166191e-02,7.672928e-01,1.561068e-05,1.252150e-05,1.102162e-02,2.211436e-01,3.135165e-21,2.759664e-11,6.045728e-08,3.677936e-04,3.326209e-02,2.400211e-05,4.264307e+02,8.181483e-01,1.102162e-02,8.725486e-02,2.933711e-05,1.214761e-04,9.616899e-04
2.633733e-02,7.673306e-01,1.898159e-05,1.807182e-05,1.339982e-02,2.186092e-01,1.266010e-20,7.461470e-11,7.344988e-08,4.511628e-04,3.495425e-02,2.508422e-05,4.544093e+02,7.664669e-01,1.339982e-02,1.357700e-01,3.272708e-05,1.795552e-04,1.819294e-03
3.080008e-02,7.673666e-01,2.220063e-05,2.444429e-05,1.566950e-02,2.161897e-01,4.169314e-20,1.550304e-10,8.581829e-08,5.321382e-04,3.654221e-02,2.608050e-05,4.808664e+02,7.231198e-01,1.566950e-02,1.948645e-01,3.606664e-05,2.455332e-04,3.053429e-03
3.509908e-02,7.674014e-01,2.530365e-05,3.160470e-05,1.785555e-02,2.138586e-01,1.189137e-19,2.723186e-10,9.770302e-08,6.114300e-04,3.805101e-02,2.700936e-05,5.061183e+02,6.859666e-01,1.785555e-02,2.651916e-01,3.937416e-05,3.188207e-04,4.735142e-03
3.929484e-02,7.674353e-01,2.833500e-05,3.958477e-05,1.998870e-02,2.115830e-01,3.060446e-19,4.293896e-10,1.092784e-07,6.900258e-04,3.950696e-02,2.788900e-05,5.305376e+02,6.533951e-01,1.998870e-02,3.481922e-01,4.268321e-05,3.995481e-04,6.959909e-03
4.343189e-02,7.674687e-01,3.132782e-05,4.843619e-05,2.209157e-02,2.093389e-01,7.289618e-19,6.294445e-10,1.206752e-07,7.686772e-04,4.092894e-02,2.873213e-05,5.543927e+02,6.243398e-01,2.209157e-02,4.456872e-01,4.602002e-05,4.880375e-04,9.845930e-03
