Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
8.594065e-03,7.672436e-01,5.651349e-07,9.636134e-08,4.431225e-03,2.282584e-01,2.197580e-27,4.209036e-16,2.213280e-13,4.743101e-05,2.837751e-02,2.077438e-05,3.478906e+02,1.007672e+00,4.431225e-03,7.261475e-05,2.061621e-05,1.963576e-05,3.217723e-07
1.688954e-02,7.673650e-01,1.110648e-06,4.525749e-07,8.708463e-03,2.237952e-01,1.865204e-25,1.562880e-15,4.338622e-13,9.360643e-05,3.160595e-02,2.293587e-05,3.996348e+02,8.745715e-01,8.708463e-03,4.665642e-04,2.622527e-05,7.583733e-05,4.063057e-06
2.462556e-02,7.674781e-01,1.619440e-06,1.205336e-06,1.269719e-02,2.196330e-01,3.575222e-24,3.795464e-15,6.314616e-13,1.372509e-04,3.449108e-02,2.480938e-05,4.471914e+02,7.793870e-01,1.269719e-02,1.375875e-03,3.183191e-05,1.612186e-04,1.746975e-05
3.176340e-02,7.675826e-01,2.089090e-06,2.400276e-06,1.637740e-02,2.157926e-01,3.186462e-23,7.479797e-15,8.136017e-13,1.781826e-04,3.707618e-02,2.643719e-05,4.904498e+02,7.088207e-01,1.637740e-02,2.869399e-03,3.729743e-05,2.682192e-04,4.699330e-05
3.843750e-02,7.676802e-01,2.528660e-06,4.048978e-06,1.981840e-02,2.122015e-01,1.815254e-22,1.301607e-14,9.840810e-13,2.171322e-04,3.944443e-02,2.788411e-05,5.303415e+02,6.539346e-01,1.981840e-02,4.996067e-03,4.264052e-05,3.927690e-04,9.901405e-05
4.477933e-02,7.677730e-01,2.947124e-06,6.162604e-06,2.308796e-02,2.087892e-01,7.778931e-22,2.086372e-14,1.146588e-12,2.548151e-04,4.166199e-02,2.919967e-05,5.677366e+02,6.094749e-01,2.308796e-02,7.843610e-03,4.790955e-05,5.330539e-04,1.810930e-04
5.087383e-02,7.678622e-01,3.350534e-06,8.753233e-06,2.622984e-02,2.055097e-01,2.737101e-21,3.152367e-14,1.303635e-12,2.916889e-04,4.376996e-02,3.041499e-05,6.031959e+02,5.723970e-01,2.622984e-02,1.154090e-02,5.313618e-05,6.880045e-04,3.027160e-04
5.677137e-02,7.679484e-01,3.742822e-06,1.183610e-05,2.926998e-02,2.023362e-01,8.328179e-21,4.554064e-14,1.456881e-12,3.280195e-04,4.579271e-02,3.154945e-05,6.370579e+02,5.408315e-01,2.926998e-02,1.625713e-02,5.833508e-05,8.567317e-04,4.758459e-04
6.251022e-02,7.680324e-01,4.127298e-06,1.543457e-05,3.222809e-02,1.992478e-01,2.266711e-20,6.351946e-14,1.607714e-12,3.640083e-04,4.774765e-02,3.261724e-05,6.695797e+02,5.135113e-01,3.222809e-02,2.220411e-02,6.351806e-05,1.038650e-03,7.155961e-04
