Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
1.287814e-02,7.657199e-01,2.167002e-04,1.102971e-20,1.736941e-03,2.303090e-01,2.282167e-36,5.857974e-19,1.875590e-03,2.844532e-06,2.654816e-02,1.930093e-05,3.151656e+02,1.109788e+00,1.736941e-03,1.647039e-15,1.739155e-05,3.016964e-06,2.860810e-18
2.559588e-02,7.643392e-01,4.307013e-04,5.742844e-20,3.452247e-03,2.277679e-01,3.578484e-36,3.855922e-18,3.727819e-03,5.653751e-06,2.822720e-02,2.021615e-05,3.362356e+02,1.034761e+00,3.452247e-03,1.915215e-14,1.953702e-05,1.191801e-05,6.611795e-17
3.798348e-02,7.629945e-01,6.391473e-04,2.261226e-19,5.123028e-03,2.252927e-01,1.726901e-38,1.623227e-17,5.531967e-03,8.390168e-06,2.984367e-02,2.106640e-05,3.564474e+02,9.711001e-01,5.123028e-03,1.104069e-13,2.169334e-05,2.624542e-05,5.656176e-16
4.995163e-02,7.616952e-01,8.405349e-04,7.296757e-19,6.737233e-03,2.229014e-01,1.215265e-36,5.292237e-17,7.275024e-03,1.103404e-05,3.139076e-02,2.185296e-05,3.756839e+02,9.168511e-01,6.737233e-03,4.456549e-13,2.383480e-05,4.539031e-05,3.002481e-15
6.151137e-02,7.604403e-01,1.035051e-03,2.025057e-18,8.296355e-03,2.205917e-01,0.000000e+00,1.449519e-16,8.958602e-03,1.358780e-05,3.287375e-02,2.258298e-05,3.939936e+02,8.701158e-01,8.296355e-03,1.431136e-12,2.595399e-05,6.882951e-05,1.187321e-14
7.271415e-02,7.592242e-01,1.223559e-03,4.992635e-18,9.807331e-03,2.183533e-01,5.949216e-37,3.498013e-16,1.059019e-02,1.606280e-05,3.430213e-02,2.326486e-05,4.114859e+02,8.293328e-01,9.807331e-03,3.909395e-12,2.805250e-05,9.618374e-05,3.834073e-14
8.361661e-02,7.580406e-01,1.407015e-03,1.119615e-17,1.127780e-02,2.161749e-01,7.725238e-35,7.672667e-16,1.217804e-02,1.847155e-05,3.568526e-02,2.390606e-05,4.282726e+02,7.933098e-01,1.127780e-02,9.461428e-12,3.013458e-05,1.271888e-04,1.067041e-13
9.427056e-02,7.568841e-01,1.586289e-03,2.331411e-17,1.271475e-02,2.140461e-01,0.000000e+00,1.564246e-15,1.372970e-02,2.082547e-05,3.703130e-02,2.451277e-05,4.444528e+02,7.611474e-01,1.271475e-02,2.085615e-11,3.220502e-05,1.616649e-04,2.651807e-13
1.047145e-01,7.557503e-01,1.762029e-03,4.607985e-17,1.412339e-02,2.119593e-01,4.155427e-35,3.018522e-15,1.525077e-02,2.313307e-05,3.834636e-02,2.508965e-05,4.601011e+02,7.321785e-01,1.412339e-02,4.276012e-11,3.426712e-05,1.994701e-04,6.039179e-13
