Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
1.409126e-02,7.655950e-01,2.599361e-04,4.345100e-22,1.728006e-03,2.302163e-01,0.000000e+00,4.064473e-20,2.033028e-03,3.296800e-06,2.658095e-02,1.928319e-05,3.148307e+02,1.110223e+00,1.728006e-03,7.149411e-16,1.736875e-05,2.986005e-06,1.235423e-18
2.798316e-02,7.640938e-01,5.161948e-04,2.457518e-21,3.431566e-03,2.275882e-01,4.220282e-36,2.482103e-19,4.037294e-03,6.547753e-06,2.829288e-02,2.017916e-05,3.355106e+02,1.035631e+00,3.431566e-03,9.844719e-15,1.948489e-05,1.177565e-05,3.378280e-17
4.151707e-02,7.626312e-01,7.658497e-04,1.020714e-20,5.091225e-03,2.250278e-01,2.138875e-36,9.993883e-19,5.989910e-03,9.715749e-06,2.994451e-02,2.101074e-05,3.553254e+02,9.722773e-01,5.091225e-03,6.365183e-14,2.160982e-05,2.592057e-05,3.240658e-16
5.463348e-02,7.612137e-01,1.007803e-03,3.460005e-20,6.699686e-03,2.225464e-01,9.196196e-37,3.184454e-18,7.882291e-03,1.278681e-05,3.153271e-02,2.178150e-05,3.742179e+02,9.180946e-01,6.699686e-03,2.793138e-13,2.372468e-05,4.488579e-05,1.871315e-15
6.734526e-02,7.598399e-01,1.242293e-03,1.008517e-19,8.258527e-03,2.201416e-01,0.000000e+00,8.658830e-18,9.716294e-03,1.576387e-05,3.306222e-02,2.249836e-05,3.922377e+02,8.712549e-01,8.258527e-03,9.532503e-13,2.582294e-05,6.820327e-05,7.872443e-15
7.969646e-02,7.585051e-01,1.470130e-03,2.630642e-19,9.773150e-03,2.178050e-01,0.000000e+00,2.106654e-17,1.149827e-02,1.865719e-05,3.454074e-02,2.316879e-05,4.094752e+02,8.302845e-01,9.773150e-03,2.720140e-12,2.790464e-05,9.551446e-05,2.658434e-14
9.174760e-02,7.572028e-01,1.692433e-03,6.413702e-19,1.125098e-02,2.155251e-01,0.000000e+00,4.765269e-17,1.323696e-02,2.148086e-05,3.597730e-02,2.379998e-05,4.260389e+02,7.940188e-01,1.125098e-02,6.793646e-12,2.997408e-05,1.265846e-04,7.643518e-14
1.035474e-01,7.559276e-01,1.910100e-03,1.545193e-18,1.269799e-02,2.132928e-01,0.000000e+00,1.040707e-16,1.493939e-02,2.424626e-05,3.737905e-02,2.439755e-05,4.420156e+02,7.615944e-01,1.269799e-02,1.531588e-11,3.203483e-05,1.612390e-04,1.944809e-13
1.151224e-01,7.546767e-01,2.123619e-03,3.916888e-18,1.411742e-02,2.111030e-01,3.509142e-36,2.291398e-16,1.660938e-02,2.695949e-05,3.875016e-02,2.496534e-05,4.574582e+02,7.323888e-01,1.411742e-02,3.188192e-11,3.408755e-05,1.993015e-04,4.500905e-13
1.264852e-01,7.534487e-01,2.333225e-03,1.085143e-17,1.551084e-02,2.089534e-01,1.539744e-36,5.327628e-16,1.824876e-02,2.962349e-05,4.009295e-02,2.550606e-05,4.723990e+02,7.059326e-01,1.551084e-02,6.251357e-11,3.613101e-05,2.405862e-04,9.696380e-13
1.376372e-01,7.522435e-01,2.538942e-03,3.228503e-17,1.687841e-02,2.068436e-01,5.566508e-36,1.346389e-15,1.985773e-02,3.223845e-05,4.140824e-02,2.602161e-05,4.868544e+02,6.818657e-01,1.687841e-02,1.179356e-10,3.816237e-05,2.848807e-04,1.990565e-12
1.485579e-01,7.510633e-01,2.740391e-03,9.773335e-17,1.821760e-02,2.047776e-01,0.000000e+00,3.655226e-15,2.143331e-02,3.479944e-05,4.269415e-02,2.651268e-05,5.008126e+02,6.599304e-01,1.821760e-02,2.193435e-10,4.017496e-05,3.318809e-04,3.995912e-12
1.592263e-01,7.499104e-01,2.937188e-03,2.869930e-16,1.952587e-02,2.027593e-01,0.000000e+00,1.022071e-14,2.297251e-02,3.730139e-05,4.394869e-02,2.697992e-05,5.142620e+02,6.399070e-01,1.952587e-02,4.131361e-10,4.216225e-05,3.812596e-04,8.066842e-12
1.696510e-01,7.487838e-01,3.129488e-03,7.979970e-16,2.080424e-02,2.007872e-01,1.062873e-36,2.825928e-14,2.447654e-02,3.974604e-05,4.517322e-02,2.742510e-05,5.272286e+02,6.215570e-01,2.080424e-02,8.063504e-10,4.412323e-05,4.328164e-04,1.677551e-11
1.798390e-01,7.476828e-01,3.317422e-03,2.082662e-15,2.205359e-02,1.988598e-01,5.960145e-35,7.522296e-14,2.594642e-02,4.213475e-05,4.636887e-02,2.784978e-05,5.397351e+02,6.046812e-01,2.205359e-02,1.642294e-09,4.605696e-05,4.863608e-04,3.621848e-11
1.897782e-01,7.466087e-01,3.500766e-03,5.090448e-15,2.327242e-02,1.969795e-01,1.220817e-34,1.899598e-13,2.738040e-02,4.446419e-05,4.753447e-02,2.825461e-05,5.517805e+02,5.891397e-01,2.327242e-02,3.446211e-09,4.795910e-05,5.416055e-04,8.020167e-11
1.994624e-01,7.455621e-01,3.679407e-03,1.167839e-14,2.445999e-02,1.951474e-01,5.838342e-39,4.527243e-13,2.877761e-02,4.673225e-05,4.866949e-02,2.864040e-05,5.633708e+02,5.748024e-01,2.445999e-02,7.288713e-09,4.982651e-05,5.982911e-04,1.782818e-10
2.088945e-01,7.445428e-01,3.853399e-03,2.526081e-14,2.561664e-02,1.933630e-01,1.338185e-35,1.018623e-12,3.013844e-02,4.893856e-05,4.977443e-02,2.900824e-05,5.745224e+02,5.615440e-01,2.561664e-02,1.522943e-08,5.165800e-05,6.562122e-04,3.901268e-10
2.180656e-01,7.435516e-01,4.022575e-03,5.172127e-14,2.674127e-02,1.916280e-01,2.374685e-36,2.167303e-12,3.146161e-02,5.107954e-05,5.084835e-02,2.935868e-05,5.852375e+02,5.492717e-01,2.674127e-02,3.098297e-08,5.345020e-05,7.150955e-04,8.285240e-10
2.269687e-01,7.425895e-01,4.186808e-03,1.006543e-13,2.783301e-02,1.899437e-01,1.647523e-34,4.373223e-12,3.274613e-02,5.315141e-05,5.189055e-02,2.969230e-05,5.955202e+02,5.379016e-01,2.783301e-02,6.087925e-08,5.520024e-05,7.746764e-04,1.694453e-09
2.356261e-01,7.416539e-01,4.346510e-03,1.872869e-13,2.889459e-02,1.883060e-01,5.476497e-34,8.414148e-12,3.399522e-02,5.515639e-05,5.290369e-02,3.001068e-05,6.054076e+02,5.273250e-01,2.889459e-02,1.153729e-07,5.691116e-05,8.348973e-04,3.333653e-09
2.440712e-01,7.407412e-01,4.502296e-03,3.352054e-13,2.993007e-02,1.867084e-01,2.203395e-33,1.552741e-11,3.521369e-02,5.709812e-05,5.389173e-02,3.031569e-05,6.149476e+02,5.174353e-01,2.993007e-02,2.112584e-07,5.858837e-05,8.958091e-04,6.322979e-09
2.523309e-01,7.398485e-01,4.654667e-03,5.799370e-13,3.094271e-02,1.851460e-01,8.218786e-33,2.761889e-11,3.640546e-02,5.897749e-05,5.485782e-02,3.060883e-05,6.241787e+02,5.081467e-01,3.094271e-02,3.747118e-07,6.023621e-05,9.574513e-04,1.159460e-08
2.604299e-01,7.389731e-01,4.804080e-03,9.739647e-13,3.193548e-02,1.836141e-01,2.883739e-32,4.755460e-11,3.757412e-02,6.079340e-05,5.580485e-02,3.089141e-05,6.331350e+02,4.993868e-01,3.193548e-02,6.456419e-07,6.185868e-05,1.019875e-03,2.061888e-08
2.683899e-01,7.381127e-01,4.950940e-03,1.593443e-12,3.291091e-02,1.821088e-01,9.562506e-32,7.955101e-11,3.872284e-02,6.254278e-05,5.673529e-02,3.116453e-05,6.418458e+02,4.910952e-01,3.291091e-02,1.083688e-06,6.345924e-05,1.083128e-03,3.566516e-08
2.762170e-01,7.372665e-01,5.095366e-03,2.545181e-12,3.386959e-02,1.806290e-01,2.995764e-31,1.295879e-10,3.985257e-02,6.421833e-05,5.764977e-02,3.142871e-05,6.503216e+02,4.832340e-01,3.386959e-02,1.774970e-06,6.503828e-05,1.147149e-03,6.011751e-08
2.838741e-01,7.364385e-01,5.236686e-03,3.966980e-12,3.480671e-02,1.791820e-01,8.841302e-31,2.054614e-10,4.095804e-02,6.580425e-05,5.854379e-02,3.168294e-05,6.585256e+02,4.758111e-01,3.480671e-02,2.834358e-06,6.658722e-05,1.211507e-03,9.865468e-08
2.912874e-01,7.356366e-01,5.373553e-03,6.018080e-12,3.571292e-02,1.777819e-01,2.445697e-30,3.162612e-10,4.202872e-02,6.728094e-05,5.940853e-02,3.192509e-05,6.663829e+02,4.688664e-01,3.571292e-02,4.399831e-06,6.808995e-05,1.275413e-03,1.571308e-07
2.983822e-01,7.348689e-01,5.504609e-03,8.864807e-12,3.657866e-02,1.764434e-01,6.298020e-30,4.715316e-10,4.305397e-02,6.863519e-05,6.023502e-02,3.215308e-05,6.738196e+02,4.624356e-01,3.657866e-02,6.621885e-06,6.952985e-05,1.337998e-03,2.422197e-07
3.050701e-01,7.341446e-01,5.628246e-03,1.264169e-11,3.739270e-02,1.751835e-01,1.498749e-29,6.790485e-10,4.402117e-02,6.985924e-05,6.101270e-02,3.236448e-05,6.807498e+02,4.565619e-01,3.739270e-02,9.631799e-06,7.088739e-05,1.398214e-03,3.601590e-07
3.112811e-01,7.334714e-01,5.743190e-03,1.742047e-11,3.814612e-02,1.740157e-01,3.280910e-29,9.430040e-10,4.492029e-02,7.095587e-05,6.173316e-02,3.255757e-05,6.871092e+02,4.512685e-01,3.814612e-02,1.351320e-05,7.214678e-05,1.455126e-03,5.154761e-07
3.170179e-01,7.328490e-01,5.849511e-03,2.324054e-11,3.883893e-02,1.729399e-01,6.637475e-29,1.265636e-09,4.575182e-02,7.194407e-05,6.239654e-02,3.273291e-05,6.929098e+02,4.465169e-01,3.883893e-02,1.832299e-05,7.330721e-05,1.508462e-03,7.116453e-07
3.222973e-01,7.322754e-01,5.947537e-03,3.008735e-11,3.947300e-02,1.719530e-01,1.248202e-28,1.646055e-09,4.651825e-02,7.284454e-05,6.300471e-02,3.289150e-05,6.981777e+02,4.422617e-01,3.947300e-02,2.407163e-05,7.437112e-05,1.558118e-03,9.501795e-07
3.271391e-01,7.317486e-01,6.037640e-03,3.788442e-11,4.005063e-02,1.710515e-01,2.194246e-28,2.079831e-09,4.722242e-02,7.367534e-05,6.355989e-02,3.303435e-05,7.029412e+02,4.384603e-01,4.005063e-02,3.071383e-05,7.534171e-05,1.604053e-03,1.230108e-06
3.316057e-01,7.312618e-01,6.120986e-03,4.658592e-11,4.057933e-02,1.702237e-01,3.642360e-28,2.564191e-09,4.787339e-02,7.445780e-05,6.406932e-02,3.316369e-05,7.072703e+02,4.350411e-01,4.057933e-02,3.822643e-05,7.623117e-05,1.646682e-03,1.551203e-06
3.357608e-01,7.308080e-01,6.198764e-03,5.616009e-11,4.106669e-02,1.694578e-01,5.763206e-28,3.097143e-09,4.848041e-02,7.520998e-05,6.454029e-02,3.328166e-05,7.112332e+02,4.319385e-01,4.106669e-02,4.659646e-05,7.705185e-05,1.686473e-03,1.913562e-06
3.396391e-01,7.303836e-01,6.271624e-03,6.652261e-11,4.151685e-02,1.687472e-01,8.740842e-28,3.673782e-09,4.904847e-02,7.594189e-05,6.497681e-02,3.338950e-05,7.148684e+02,4.291132e-01,4.151685e-02,5.576304e-05,7.781047e-05,1.723649e-03,2.315106e-06
3.432690e-01,7.299854e-01,6.340094e-03,7.757056e-11,4.193324e-02,1.680868e-01,1.276585e-27,4.288205e-09,4.958167e-02,7.665991e-05,6.538215e-02,3.348821e-05,7.182079e+02,4.265333e-01,4.193324e-02,6.564579e-05,7.851253e-05,1.758397e-03,2.752741e-06
3.466900e-01,7.296092e-01,6.404919e-03,8.924453e-11,4.232054e-02,1.674691e-01,1.805176e-27,4.936972e-09,5.008578e-02,7.737088e-05,6.576085e-02,3.357907e-05,7.212925e+02,4.241614e-01,4.232054e-02,7.620067e-05,7.916578e-05,1.791028e-03,3.224854e-06
3.499376e-01,7.292511e-01,6.466768e-03,1.014962e-10,4.268288e-02,1.668877e-01,2.483024e-27,5.617307e-09,5.056595e-02,7.807999e-05,6.611689e-02,3.366316e-05,7.241578e+02,4.219657e-01,4.268288e-02,8.739266e-05,7.977701e-05,1.821828e-03,3.730170e-06
3.530307e-01,7.289090e-01,6.525998e-03,1.142340e-10,4.302244e-02,1.663391e-01,3.331373e-27,6.324069e-09,5.102493e-02,7.878824e-05,6.645241e-02,3.374110e-05,7.268235e+02,4.199278e-01,4.302244e-02,9.914581e-05,8.034976e-05,1.850930e-03,4.265495e-06
3.559869e-01,7.285810e-01,6.582944e-03,1.273687e-10,4.334124e-02,1.658201e-01,4.370359e-27,7.052316e-09,5.146529e-02,7.949579e-05,6.676938e-02,3.381345e-05,7.293072e+02,4.180309e-01,4.334124e-02,1.113845e-04,8.088744e-05,1.878463e-03,4.827542e-06
3.588309e-01,7.282644e-01,6.638085e-03,1.408574e-10,4.364205e-02,1.653262e-01,5.622649e-27,7.799702e-09,5.189069e-02,8.020431e-05,6.707052e-02,3.388089e-05,7.316320e+02,4.162552e-01,4.364205e-02,1.240747e-04,8.139451e-05,1.904629e-03,5.414874e-06
3.615821e-01,7.279571e-01,6.691795e-03,1.546474e-10,4.392689e-02,1.648543e-01,7.109761e-27,8.563405e-09,5.230398e-02,8.091422e-05,6.735787e-02,3.394394e-05,7.338149e+02,4.145857e-01,4.392689e-02,1.371732e-04,8.187436e-05,1.929572e-03,6.025592e-06
3.642518e-01,7.276578e-01,6.744304e-03,1.686581e-10,4.419692e-02,1.644022e-01,8.848404e-27,9.339082e-09,5.270687e-02,8.162399e-05,6.763261e-02,3.400290e-05,7.358657e+02,4.130129e-01,4.419692e-02,1.506092e-04,8.232891e-05,1.953368e-03,6.656463e-06
3.668541e-01,7.273650e-01,6.795892e-03,1.828271e-10,4.445351e-02,1.639677e-01,1.085458e-26,1.012345e-08,5.310148e-02,8.233270e-05,6.789614e-02,3.405810e-05,7.377954e+02,4.115269e-01,4.445351e-02,1.643286e-04,8.276033e-05,1.976115e-03,7.304983e-06
3.694024e-01,7.270770e-01,6.846837e-03,1.970962e-10,4.469786e-02,1.635487e-01,1.314209e-26,1.091350e-08,5.348985e-02,8.303939e-05,6.814976e-02,3.410983e-05,7.396138e+02,4.101187e-01,4.469786e-02,1.782805e-04,8.317063e-05,1.997899e-03,7.968757e-06
3.719064e-01,7.267928e-01,6.897346e-03,2.113893e-10,4.493075e-02,1.631436e-01,1.571825e-26,1.170528e-08,5.387351e-02,8.374209e-05,6.839433e-02,3.415827e-05,7.413269e+02,4.087821e-01,4.493075e-02,1.923965e-04,8.356107e-05,2.018772e-03,8.644519e-06
3.743773e-01,7.265111e-01,6.947659e-03,2.256386e-10,4.515300e-02,1.627510e-01,1.858709e-26,1.249532e-08,5.425419e-02,8.443917e-05,6.863081e-02,3.420358e-05,7.429407e+02,4.075110e-01,4.515300e-02,2.066153e-04,8.393290e-05,2.038793e-03,9.329301e-06
3.768294e-01,7.262303e-01,6.998090e-03,2.397938e-10,4.536559e-02,1.623687e-01,2.175177e-26,1.328119e-08,5.463418e-02,8.512985e-05,6.886037e-02,3.424597e-05,7.444624e+02,4.062984e-01,4.536559e-02,2.208937e-04,8.428773e-05,2.058037e-03,1.002097e-05
3.792737e-01,7.259489e-01,7.048896e-03,2.537805e-10,4.556908e-02,1.619955e-01,2.520563e-26,1.405917e-08,5.501528e-02,8.581223e-05,6.908379e-02,3.428553e-05,7.458952e+02,4.051397e-01,4.556908e-02,2.351644e-04,8.462644e-05,2.076541e-03,1.071623e-05
