Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
1.002527e-02,7.669557e-01,6.101839e-05,1.875152e-07,4.364701e-03,2.280641e-01,3.359697e-27,1.846518e-08,1.661656e-04,1.880046e-04,2.834009e-02,2.068880e-05,3.460095e+02,1.012319e+00,4.364701e-03,1.908912e-03,2.043704e-05,1.905061e-05,8.331830e-06
1.922969e-02,7.668066e-01,1.170414e-04,6.770239e-07,8.371887e-03,2.236405e-01,7.685050e-25,6.862271e-08,3.187318e-04,3.614220e-04,3.140041e-02,2.267713e-05,3.934638e+02,8.870255e-01,8.371887e-03,1.028993e-02,2.556536e-05,7.008849e-05,8.614613e-05
2.727916e-02,7.666761e-01,1.660369e-04,1.458910e-06,1.187604e-02,2.197717e-01,2.374915e-23,1.674670e-07,4.521699e-04,5.140412e-04,3.398234e-02,2.430101e-05,4.343506e+02,8.010072e-01,1.187604e-02,2.847919e-02,3.033807e-05,1.410403e-04,3.382200e-04
3.435421e-02,7.665611e-01,2.091053e-04,2.464089e-06,1.495571e-02,2.163712e-01,2.580389e-22,3.243687e-07,5.694813e-04,6.491573e-04,3.619794e-02,2.565341e-05,4.698018e+02,7.385272e-01,1.495571e-02,5.821629e-02,3.473590e-05,2.236733e-04,8.706660e-04
4.077214e-02,7.664566e-01,2.481799e-04,3.655477e-06,1.774899e-02,2.132864e-01,1.578285e-21,5.473735e-07,6.759360e-04,7.726916e-04,3.817451e-02,2.682705e-05,5.015574e+02,6.900467e-01,1.774899e-02,1.010597e-01,3.887715e-05,3.150266e-04,1.793708e-03
4.674102e-02,7.663591e-01,2.845300e-04,5.016270e-06,2.034641e-02,2.104174e-01,6.807853e-21,8.444424e-07,7.749948e-04,8.885601e-04,3.999052e-02,2.787776e-05,5.307398e+02,6.505987e-01,2.034641e-02,1.587144e-01,4.284939e-05,4.139764e-04,3.229268e-03
5.237754e-02,7.662668e-01,3.188688e-04,6.537594e-06,2.279869e-02,2.077082e-01,2.325212e-20,1.222997e-06,8.686048e-04,9.989763e-04,4.168967e-02,2.883694e-05,5.579810e+02,6.174886e-01,2.279869e-02,2.329304e-01,4.670036e-05,5.197803e-04,5.310508e-03
5.775941e-02,7.661783e-01,3.516733e-04,8.217847e-06,2.513959e-02,2.051215e-01,6.726625e-20,1.690584e-06,9.580684e-04,1.105431e-03,4.330043e-02,2.972504e-05,5.837003e+02,5.890557e-01,2.513959e-02,3.256344e-01,5.046219e-05,6.319990e-04,8.186315e-03
6.294422e-02,7.660927e-01,3.832982e-04,1.006204e-05,2.739409e-02,2.026296e-01,1.720193e-19,2.255509e-06,1.044355e-03,1.209044e-03,4.484327e-02,3.055667e-05,6.082051e+02,5.641942e-01,2.739409e-02,4.390617e-01,5.415984e-05,7.504362e-04,1.202770e-02
6.797663e-02,7.660092e-01,4.140207e-04,1.208077e-05,2.958155e-02,2.002112e-01,4.002132e-19,2.927242e-06,1.128223e-03,1.310700e-03,4.633363e-02,3.134266e-05,6.317304e+02,5.421332e-01,2.958155e-02,5.758537e-01,5.781358e-05,8.750681e-04,1.703465e-02
7.289328e-02,7.659272e-01,4.440700e-04,1.429030e-05,3.171777e-02,1.978487e-01,8.647386e-19,3.717091e-06,1.210298e-03,1.411142e-03,4.778374e-02,3.209148e-05,6.544653e+02,5.223131e-01,3.171777e-02,7.392036e-01,6.144108e-05,1.006017e-03,2.344589e-02
7.772552e-02,7.658461e-01,4.736444e-04,1.671147e-05,3.381627e-02,1.955273e-01,1.761114e-18,4.638196e-06,1.291124e-03,1.511017e-03,4.920372e-02,3.280991e-05,6.765671e+02,5.043145e-01,3.381627e-02,9.329235e-01,6.505843e-05,1.143540e-03,3.154799e-02
