Z,N2,H2,OH,H2O,O2,OH*,NH2,NH3,NO,lambda,mu,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,7.671179e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.328821e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.482334e-02,1.832539e-05,2.935000e+02,1.198140e+00,0.000000e+00,0.000000e+00,1.529487e-05,0.000000e+00,0.000000e+00
9.073628e-03,7.672042e-01,5.261645e-06,2.255132e-06,4.630199e-03,2.279729e-01,9.053338e-24,1.325544e-13,5.181963e-09,1.285645e-04,2.852166e-02,2.086745e-05,3.500567e+02,1.001243e+00,4.630199e-03,8.317748e-03,2.084154e-05,2.143874e-05,3.851283e-05
1.746588e-02,7.672840e-01,1.012857e-05,6.757069e-06,8.912264e-03,2.234318e-01,3.916169e-22,2.507791e-12,9.967518e-09,2.510690e-04,3.173763e-02,2.301264e-05,4.015537e+02,8.701751e-01,8.912264e-03,3.504820e-02,2.644599e-05,7.942845e-05,3.123588e-04
2.491477e-02,7.673548e-01,1.444962e-05,1.312986e-05,1.271244e-02,2.194004e-01,4.442995e-21,1.510245e-11,1.420114e-08,3.630869e-04,3.447604e-02,2.478473e-05,4.465776e+02,7.803271e-01,1.271244e-02,7.838100e-02,3.176198e-05,1.616061e-04,9.964138e-04
3.157208e-02,7.674182e-01,1.831386e-05,2.090252e-05,1.610819e-02,2.157968e-01,2.675452e-20,4.348780e-11,1.796902e-08,4.659139e-04,3.685609e-02,2.628070e-05,4.862516e+02,7.149278e-01,1.610819e-02,1.362011e-01,3.675994e-05,2.594738e-04,2.193953e-03
3.767051e-02,7.674762e-01,2.185750e-05,2.983963e-05,1.921823e-02,2.124950e-01,1.128908e-19,8.786612e-11,2.140933e-08,5.623655e-04,3.899422e-02,2.758791e-05,5.221122e+02,6.643518e-01,1.921823e-02,2.084461e-01,4.152606e-05,3.693404e-04,4.005965e-03
4.336388e-02,7.675303e-01,2.517131e-05,3.982246e-05,2.212104e-02,2.094118e-01,3.793517e-19,1.474464e-10,2.461560e-08,6.543453e-04,4.096206e-02,2.875964e-05,5.551635e+02,6.235114e-01,2.212104e-02,2.960256e-01,4.612528e-05,4.893404e-04,6.548394e-03
4.875170e-02,7.675815e-01,2.831477e-05,5.078685e-05,2.486735e-02,2.064934e-01,1.084901e-18,2.216505e-10,2.764958e-08,7.430808e-04,4.280419e-02,2.982914e-05,5.860529e+02,5.894956e-01,2.486735e-02,4.001536e-01,5.060112e-05,6.183851e-04,9.950760e-03
5.391522e-02,7.676307e-01,3.133719e-05,6.273769e-05,2.749855e-02,2.036957e-01,2.752549e-18,3.104994e-10,3.056191e-08,8.296316e-04,4.455453e-02,3.082102e-05,6.152958e+02,5.604298e-01,2.749855e-02,5.225005e-01,5.499533e-05,7.561703e-04,1.436801e-02
5.891054e-02,7.676782e-01,3.427362e-05,7.570244e-05,3.004320e-02,2.009885e-01,6.360463e-18,4.143342e-10,3.338870e-08,9.147259e-04,4.623587e-02,3.175189e-05,6.432451e+02,5.351103e-01,3.004320e-02,6.648306e-01,5.933709e-05,9.025939e-04,1.997364e-02
