Z,AR,N2,H,H2,HE,O,OH,H2O,HO2,H2O2,O2,OH*,N,NH,NH2,NH3,NNH,N2H2,N2H3,N2H4,H2NN,NO,N2O,NO2,HNO,HON,HONO,H2NO,HNOH,NH2OH,HNO2,HONO2,NO3,HNO3,CO,CO2,CH4,C2H6,W,ZBilger,chi,lambda,cp,lambdaOverCp,mu,ProdRateCO2,ProdRateH2O,ProdRateCO,ProdRateH2,ProgVar,ProdRateProgVar,ProdRate-NO,ProdRatePos-NO,ProdRateNeg-NO,ProdRateNegOverYNO-NO,TotalEnthalpy,HeatRelease,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.885580e+01,1.000000e-99,0.000000e+00,2.482334e-02,1.009210e+03,2.459681e-05,1.832539e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.000000e-60,0.000000e+00,1.000000e-99,1.000000e-99,1.000000e-99,1.000000e-99,-4.654801e+03,0.000000e+00,2.935000e+02,1.198140e+00,1.000000e-60,0.000000e+00,1.529487e-05,1.000000e-120,0.000000e+00
8.942952e-03,1.879215e-27,7.670132e-01,1.517164e-11,3.344658e-05,1.000000e-60,1.008673e-06,9.484341e-07,4.227228e-03,2.579241e-07,8.493729e-07,2.282184e-01,8.653435e-25,3.073202e-15,4.113222e-13,3.356588e-09,5.272662e-05,2.474326e-14,4.942356e-09,1.584351e-09,3.179817e-08,5.069457e-10,2.676227e-04,1.213010e-04,1.961948e-05,2.717090e-07,2.042336e-12,3.476802e-05,1.987370e-07,1.369100e-08,1.052795e-07,1.464581e-09,4.211990e-06,8.059383e-10,3.813491e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.875789e+01,8.942952e-03,3.602381e+00,2.819415e-02,1.019369e+03,2.765844e-05,2.061702e-05,-0.000000e+00,4.591238e-03,-0.000000e+00,-2.014073e-05,4.260675e-03,4.571098e-03,-6.525947e-02,5.946464e-03,-7.120593e-02,-2.660684e+02,-8.917063e+03,6.618580e+05,3.443168e+02,1.017844e+00,4.227228e-03,4.591238e-03,2.025558e-05,1.786946e-05,1.940821e-05
1.750313e-02,3.703656e-27,7.669130e-01,1.851273e-10,6.546242e-05,1.000000e-60,2.375454e-06,3.303400e-06,8.273337e-03,9.090996e-07,1.651639e-06,2.237538e-01,6.406842e-23,4.153207e-14,1.160713e-11,2.411110e-08,1.031629e-04,3.903043e-13,9.575043e-09,2.865936e-09,6.370650e-08,1.029685e-09,5.264574e-04,2.374097e-04,3.786333e-05,5.660432e-07,5.000488e-12,6.494759e-05,4.389840e-07,2.689810e-08,2.087746e-07,3.004990e-09,7.886731e-06,2.122898e-09,7.075250e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.866472e+01,1.750313e-02,1.151083e+01,3.124655e-02,1.029844e+03,3.034105e-05,2.263008e-05,-0.000000e+00,2.648729e-02,-0.000000e+00,-2.296117e-04,8.338799e-03,2.625768e-02,-2.461256e-01,2.123177e-02,-2.673574e-01,-5.078424e+02,-1.299783e+04,2.577219e+06,3.922318e+02,8.906097e-01,8.273337e-03,2.648729e-02,2.540965e-05,6.844811e-05,2.191383e-04
2.535378e-02,5.285675e-27,7.668210e-01,1.045040e-09,9.482745e-05,1.000000e-60,4.046889e-06,7.154250e-06,1.198374e-02,2.099602e-06,2.368603e-06,2.196589e-01,1.198387e-21,2.715680e-13,9.263213e-11,8.397980e-08,1.493840e-04,2.127786e-12,1.376479e-08,3.760754e-09,9.474251e-08,1.517872e-09,7.669312e-04,3.438933e-04,5.386196e-05,8.843630e-07,9.179690e-12,8.921251e-05,7.080058e-07,3.885369e-08,3.065802e-07,4.650803e-09,1.081628e-05,3.749758e-09,9.603248e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.857970e+01,2.535378e-02,2.154326e+01,3.393824e-02,1.040169e+03,3.262761e-05,2.435107e-05,-0.000000e+00,7.650213e-02,-0.000000e+00,-1.044051e-03,1.207857e-02,7.545808e-02,-4.893290e-01,4.431609e-02,-5.336451e-01,-6.958187e+02,-1.674119e+04,5.426162e+06,4.355235e+02,7.997027e-01,1.198374e-02,7.650213e-02,3.045015e-05,1.436100e-04,9.167816e-04
3.246661e-02,6.743041e-27,7.667376e-01,3.853049e-09,1.214391e-04,1.000000e-60,5.972473e-06,1.225194e-05,1.534496e-02,3.883176e-06,2.994493e-06,2.159484e-01,1.057569e-20,1.103721e-12,3.635124e-10,1.974731e-07,1.912378e-04,6.739165e-12,1.753257e-08,4.348998e-09,1.245705e-07,1.952231e-09,9.878277e-04,4.403669e-04,6.740632e-05,1.228923e-06,1.488894e-11,1.081376e-04,9.947726e-07,4.934485e-08,3.975021e-07,6.451521e-09,1.304199e-05,5.492733e-09,1.146334e-05,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.850301e+01,3.246661e-02,3.251800e+01,3.631139e-02,1.050142e+03,3.457761e-05,2.582342e-05,-0.000000e+00,1.614286e-01,-0.000000e+00,-3.006391e-03,1.546640e-02,1.584223e-01,-7.532172e-01,7.655518e-02,-8.297723e-01,-8.399970e+02,-2.013330e+04,9.017491e+06,4.741880e+02,7.325255e-01,1.534496e-02,1.614286e-01,3.525259e-05,2.354678e-04,2.477115e-03
3.903803e-02,8.216272e-27,7.666604e-01,1.090685e-08,1.460365e-04,1.000000e-60,8.162446e-06,1.841647e-05,1.844973e-02,6.285342e-06,3.546641e-06,2.125200e-01,5.928118e-20,3.347429e-12,9.851271e-10,3.747035e-07,2.298986e-04,1.590703e-11,2.100696e-08,4.756418e-09,1.536336e-07,2.339515e-09,1.194753e-03,5.294931e-04,7.876871e-05,1.607427e-06,2.251688e-11,1.230216e-04,1.296996e-06,5.858254e-08,4.830148e-07,8.492055e-09,1.471513e-05,7.253018e-09,1.281446e-05,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.843245e+01,3.903803e-02,4.404537e+01,3.846197e-02,1.059874e+03,3.628921e-05,2.711988e-05,-0.000000e+00,2.875545e-01,-0.000000e+00,-6.700259e-03,1.859576e-02,2.808543e-01,-1.021947e+00,1.228171e-01,-1.144764e+00,-9.581592e+02,-2.326748e+04,1.345588e+07,5.094225e+02,6.801719e-01,1.844973e-02,2.875545e-01,3.987210e-05,3.403925e-04,5.305303e-03
4.524964e-02,9.608840e-27,7.665872e-01,2.587162e-08,1.693049e-04,1.000000e-60,1.065975e-05,2.557616e-05,2.138373e-02,9.321457e-06,4.040941e-06,2.092790e-01,2.473440e-19,8.474015e-12,2.168935e-09,6.258411e-07,2.664526e-04,3.152734e-11,2.430146e-08,5.079696e-09,1.823988e-07,2.690267e-09,1.393058e-03,6.137334e-04,8.817433e-05,2.028278e-06,3.250105e-11,1.348621e-04,1.614990e-06,6.677807e-08,5.645793e-07,1.087187e-08,1.595932e-05,8.977990e-09,1.378200e-05,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.836599e+01,4.524964e-02,5.597461e+01,4.046606e-02,1.069514e+03,3.783592e-05,2.829509e-05,-0.000000e+00,4.624603e-01,-0.000000e+00,-1.276090e-02,2.155304e-02,4.496994e-01,-1.287987e+00,1.910785e-01,-1.479065e+00,-1.061740e+03,-2.623016e+04,1.899037e+07,5.422861e+02,6.374586e-01,2.138373e-02,4.624603e-01,4.438734e-05,4.572639e-04,9.889126e-03
5.121484e-02,1.094616e-26,7.665167e-01,5.402750e-08,1.916762e-04,1.000000e-60,1.351743e-05,3.370187e-05,2.420041e-02,1.298089e-05,4.486729e-06,2.061664e-01,8.384725e-19,1.904923e-11,4.194686e-09,9.614061e-07,3.015858e-04,5.572272e-11,2.749128e-08,5.381899e-09,2.111216e-07,3.011934e-09,1.586118e-03,6.946236e-04,9.571045e-05,2.498035e-06,4.524934e-11,1.442888e-04,1.947926e-06,7.404648e-08,6.429165e-07,1.369769e-08,1.685715e-05,1.062572e-08,1.444966e-05,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.830237e+01,5.121484e-02,6.822121e+01,4.236978e-02,1.079153e+03,3.926207e-05,2.938190e-05,-0.000000e+00,6.945378e-01,-0.000000e+00,-2.186883e-02,2.439208e-02,6.726689e-01,-1.542702e+00,2.915595e-01,-1.834262e+00,-1.156447e+03,-2.907533e+04,2.590576e+07,5.734319e+02,6.014833e-01,2.420041e-02,6.945378e-01,4.884907e-05,5.856598e-04,1.680810e-02
5.700066e-02,1.224327e-26,7.664481e-01,1.024008e-07,2.134111e-04,1.000000e-60,1.679441e-05,4.277860e-05,2.693123e-02,1.721836e-05,4.889010e-06,2.031475e-01,2.434202e-18,3.938716e-11,7.426184e-09,1.391843e-06,3.357136e-04,9.081184e-11,3.062761e-08,5.702174e-09,2.398953e-07,3.309082e-09,1.775929e-03,7.730698e-04,1.013977e-04,3.021411e-06,6.107819e-11,1.517119e-04,2.293253e-06,8.044148e-08,7.182328e-07,1.708798e-08,1.746669e-05,1.215767e-08,1.487610e-05,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.824086e+01,5.700066e-02,8.085766e+01,4.420034e-02,1.088829e+03,4.059440e-05,3.040004e-05,-0.000000e+00,9.924683e-01,-0.000000e+00,-3.472965e-02,2.714464e-02,9.577387e-01,-1.774841e+00,4.355225e-01,-2.210364e+00,-1.244624e+03,-3.183492e+04,3.447931e+07,6.032446e+02,5.705149e-01,2.693123e-02,9.924683e-01,5.328527e-05,7.252911e-04,2.672839e-02
6.264443e-02,1.350854e-26,7.663809e-01,1.796723e-07,2.346608e-04,1.000000e-60,2.055264e-05,5.278815e-05,2.959362e-02,2.194960e-05,5.250258e-06,2.002028e-01,6.258385e-18,7.644891e-11,1.232089e-08,1.926711e-06,3.690791e-04,1.392236e-10,3.374769e-08,6.064300e-09,2.686925e-07,3.584234e-09,1.963561e-03,8.495749e-04,1.052512e-04,3.601171e-06,8.014995e-11,1.574193e-04,2.646609e-06,8.598738e-08,7.904179e-07,2.117474e-08,1.783267e-05,1.353837e-08,1.510578e-05,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.818102e+01,6.264443e-02,9.372674e+01,4.597329e-02,1.098544e+03,4.184927e-05,3.136138e-05,-0.000000e+00,1.364589e+00,-0.000000e+00,-5.203961e-02,2.982828e-02,1.312549e+00,-1.971551e+00,6.334758e-01,-2.605026e+00,-1.326685e+03,-3.452671e+04,4.494653e+07,6.319415e+02,5.434535e-01,2.959362e-02,1.364589e+00,5.770757e-05,8.757823e-04,4.038313e-02
