Z,AR,N2,H,H2,HE,O,OH,H2O,HO2,H2O2,O2,OH*,N,NH,NH2,NH3,NNH,N2H2,N2H3,N2H4,H2NN,NO,N2O,NO2,HNO,HON,HONO,H2NO,HNOH,NH2OH,HNO2,HONO2,NO3,HNO3,CO,CO2,CH4,C2H6,W,ZBilger,chi,lambda,cp,lambdaOverCp,mu,ProdRateCO2,ProdRateH2O,ProdRateCO,ProdRateH2,ProgVar,ProdRateProgVar,ProdRate-NO,ProdRatePos-NO,ProdRateNeg-NO,ProdRateNegOverYNO-NO,TotalEnthalpy,HeatRelease,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.885580e+01,1.000000e-99,0.000000e+00,2.482334e-02,1.009210e+03,2.459681e-05,1.832539e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.000000e-60,0.000000e+00,1.000000e-99,1.000000e-99,1.000000e-99,1.000000e-99,-4.654801e+03,0.000000e+00,2.935000e+02,1.198140e+00,1.000000e-60,0.000000e+00,1.529487e-05,1.000000e-120,0.000000e+00
3.333585e-02,1.000000e-60,7.648949e-01,8.858067e-14,3.650043e-04,1.000000e-60,6.407963e-13,5.619306e-10,8.820824e-03,7.840237e-09,5.652895e-06,2.224116e-01,1.123705e-32,6.855249e-22,2.738772e-16,2.605281e-09,3.228858e-03,4.179665e-15,1.485784e-07,1.534478e-11,4.168438e-06,2.741393e-11,5.120621e-05,1.983239e-04,9.253202e-06,2.002174e-06,4.400838e-17,1.355173e-06,6.518044e-06,2.424803e-08,1.196088e-07,5.719820e-10,1.688286e-08,2.838275e-15,1.743387e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.847723e+01,3.333585e-02,1.523709e+00,3.225993e-02,1.039595e+03,3.103125e-05,2.293751e-05,-0.000000e+00,4.788154e-05,-0.000000e+00,-3.561845e-07,9.185829e-03,4.752535e-05,-7.454128e-05,8.595370e-06,-8.313665e-05,-1.623566e+00,-2.053801e+04,1.098419e+03,4.007774e+02,8.659187e-01,8.820824e-03,4.788154e-05,2.648922e-05,7.780694e-05,4.223546e-07
5.773948e-02,1.000000e-60,7.632674e-01,2.087697e-12,6.322074e-04,1.000000e-60,1.115595e-11,2.241276e-09,1.527809e-02,5.048647e-08,9.788516e-06,2.147467e-01,1.075365e-29,2.736923e-20,7.690485e-15,1.790886e-08,5.592571e-03,5.542106e-14,2.573821e-07,3.304435e-11,7.222087e-06,8.781825e-11,8.877151e-05,3.435055e-04,1.605708e-05,3.418665e-06,4.126733e-16,2.266593e-06,1.133758e-05,4.230190e-08,2.071656e-07,9.912242e-10,2.783241e-08,3.744766e-14,2.868394e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.820634e+01,5.773948e-02,3.699442e+00,3.737881e-02,1.064889e+03,3.510112e-05,2.582659e-05,-0.000000e+00,3.345458e-04,-0.000000e+00,-3.448377e-06,1.591030e-02,3.310974e-04,-4.945731e-04,6.305425e-05,-5.576274e-04,-6.281603e+00,-3.217925e+04,6.962291e+03,4.760915e+02,7.220027e-01,1.527809e-02,3.345458e-04,3.577077e-05,2.334200e-04,5.111221e-06
7.529449e-02,1.000000e-60,7.620967e-01,1.126329e-11,8.244238e-04,1.000000e-60,6.444470e-11,4.610544e-09,1.992310e-02,1.408454e-07,1.275726e-05,2.092328e-01,5.672105e-28,3.102715e-19,5.470514e-14,5.035837e-08,7.292962e-03,2.114756e-13,3.357545e-07,4.954958e-11,9.421200e-06,1.686006e-10,1.159309e-04,4.479396e-04,2.092865e-05,4.397849e-06,1.464887e-15,2.856847e-06,1.484215e-05,5.568913e-08,2.701472e-07,1.293057e-09,3.453407e-08,1.929413e-13,3.559102e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.801463e+01,7.529449e-02,5.579027e+00,4.097573e-02,1.084628e+03,3.777860e-05,2.771972e-05,-0.000000e+00,9.014497e-04,-0.000000e+00,-1.181685e-05,2.074753e-02,8.896328e-04,-1.283446e-03,1.941474e-04,-1.477593e-03,-1.274547e+01,-4.055574e+04,1.806109e+04,5.285579e+02,6.459143e-01,1.992310e-02,9.014497e-04,4.291548e-05,3.969299e-04,1.795967e-05
8.999606e-02,1.000000e-60,7.611161e-01,3.649604e-11,9.853983e-04,1.000000e-60,2.296256e-10,7.540779e-09,2.381298e-02,2.880114e-07,1.523353e-05,2.046153e-01,9.271625e-27,1.999093e-18,2.336632e-13,1.027057e-07,8.717005e-03,5.251778e-13,4.015625e-07,6.588419e-11,1.126521e-05,2.703989e-10,1.388446e-04,5.353941e-04,2.494553e-05,5.187209e-06,3.444205e-15,3.298233e-06,1.780764e-05,6.737537e-08,3.228897e-07,1.545576e-09,3.923735e-08,6.414892e-13,4.049273e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.785608e+01,8.999606e-02,7.301042e+00,4.395671e-02,1.102075e+03,3.988539e-05,2.920663e-05,-0.000000e+00,1.763447e-03,-0.000000e+00,-2.798385e-05,2.479838e-02,1.735463e-03,-2.409352e-03,4.408809e-04,-2.850233e-03,-2.052822e+01,-4.757066e+04,3.459819e+04,5.713894e+02,5.941148e-01,2.381298e-02,1.763447e-03,4.915991e-05,5.670580e-04,4.199293e-05
1.029040e-01,1.000000e-60,7.602550e-01,9.066701e-11,1.126735e-03,1.000000e-60,6.299150e-10,1.099714e-08,2.722813e-02,4.986875e-07,1.739342e-05,2.005611e-01,8.145951e-26,9.546864e-18,7.647368e-13,1.773687e-07,9.967354e-03,1.046191e-12,4.596006e-07,8.303722e-11,1.288653e-05,3.957060e-10,1.591607e-04,6.121730e-04,2.837466e-05,5.856602e-06,6.475611e-15,3.639268e-06,2.043918e-05,7.820647e-08,3.691972e-07,1.767337e-09,4.262005e-08,1.658588e-12,4.408960e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.771834e+01,1.029040e-01,8.890898e+00,4.655966e-02,1.118017e+03,4.164488e-05,3.044709e-05,-0.000000e+00,2.937863e-03,-0.000000e+00,-5.469220e-05,2.835487e-02,2.883171e-03,-3.836400e-03,8.431833e-04,-4.679583e-03,-2.940162e+01,-5.372944e+04,5.695683e+04,6.081650e+02,5.554288e-01,2.722813e-02,2.937863e-03,5.481727e-05,7.413711e-04,7.999252e-05
1.145100e-01,1.000000e-60,7.594807e-01,1.911413e-10,1.253821e-03,1.000000e-60,1.457620e-09,1.498197e-08,3.029866e-02,7.766774e-07,1.931648e-05,1.969160e-01,4.833671e-25,3.760285e-17,2.113138e-12,2.766778e-07,1.109165e-02,1.822707e-12,5.121372e-07,1.019139e-10,1.434650e-05,5.487048e-10,1.776488e-04,6.812018e-04,3.132949e-05,6.441980e-06,1.061603e-14,3.904118e-06,2.283186e-05,8.861790e-08,4.108363e-07,1.969650e-09,4.503382e-08,3.622076e-12,4.673945e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.759565e+01,1.145100e-01,1.037136e+01,4.889292e-02,1.132791e+03,4.316146e-05,3.151547e-05,-0.000000e+00,4.445970e-03,-0.000000e+00,-9.503903e-05,3.155249e-02,4.350931e-03,-5.529615e-03,1.436194e-03,-6.965808e-03,-3.921112e+01,-5.926675e+04,8.569883e+04,6.405725e+02,5.249948e-01,3.029866e-02,4.445970e-03,6.003006e-05,9.180088e-04,1.347069e-04
1.250875e-01,1.000000e-60,7.587749e-01,3.603314e-10,1.369648e-03,1.000000e-60,2.985509e-09,1.952632e-08,3.309689e-02,1.122996e-06,2.104529e-05,1.935939e-01,2.182421e-24,1.289404e-16,5.177840e-12,4.031422e-07,1.211637e-02,2.903726e-12,5.604669e-07,1.235444e-10,1.567917e-05,7.352236e-10,1.947367e-04,7.441062e-04,3.386764e-05,6.966327e-06,1.592334e-14,4.107643e-06,2.503836e-05,9.888625e-08,4.487898e-07,2.163809e-09,4.669804e-08,6.992302e-12,4.866134e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.748478e+01,1.250875e-01,1.174737e+01,5.101552e-02,1.146574e+03,4.449388e-05,3.245350e-05,-0.000000e+00,6.315269e-03,-0.000000e+00,-1.525951e-04,3.446654e-02,6.162674e-03,-7.458796e-03,2.248573e-03,-9.707369e-03,-4.984869e+01,-6.431305e+04,1.215862e+05,6.695688e+02,5.002413e-01,3.309689e-02,6.315269e-03,6.487569e-05,1.095404e-03,2.090158e-04
1.348011e-01,1.000000e-60,7.581265e-01,6.262331e-10,1.476020e-03,1.000000e-60,5.571499e-09,2.468708e-08,3.566637e-02,1.535976e-06,2.260438e-05,1.905433e-01,8.044904e-24,3.970330e-16,1.157487e-11,5.595503e-07,1.305745e-02,4.340511e-12,6.053961e-07,1.491861e-10,1.690495e-05,9.626717e-10,2.106792e-04,8.018656e-04,3.602233e-05,7.445905e-06,2.249624e-14,4.260220e-06,2.708994e-05,1.092057e-07,4.836509e-07,2.362235e-09,4.776444e-08,1.227313e-11,5.000395e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.738374e+01,1.348011e-01,1.302869e+01,5.296242e-02,1.159459e+03,4.567856e-05,3.328699e-05,-0.000000e+00,8.580648e-03,-0.000000e+00,-2.314874e-04,3.714239e-02,8.349161e-03,-9.598652e-03,3.302554e-03,-1.290121e-02,-6.123625e+01,-6.894698e+04,1.655752e+05,6.957487e+02,4.796483e-01,3.566637e-02,8.580648e-03,6.939874e-05,1.272090e-03,3.060406e-04
1.437739e-01,1.000000e-60,7.575275e-01,1.023696e-09,1.574286e-03,1.000000e-60,9.662484e-09,3.055631e-08,3.803966e-02,2.012388e-06,2.401161e-05,1.877255e-01,2.537809e-23,1.120485e-15,2.405721e-11,7.493098e-07,1.392684e-02,6.190726e-12,6.475414e-07,1.804317e-10,1.803907e-05,1.240394e-09,2.256634e-04,8.552120e-04,3.782034e-05,7.893678e-06,3.050053e-14,4.370060e-06,2.900970e-05,1.197387e-07,5.158639e-07,2.576601e-09,4.834752e-08,1.997324e-11,5.087808e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.729106e+01,1.437739e-01,1.422871e+01,5.475913e-02,1.171523e+03,4.674181e-05,3.403454e-05,-0.000000e+00,1.129016e-02,-0.000000e+00,-3.366621e-04,3.961395e-02,1.095350e-02,-1.193134e-02,4.617645e-03,-1.654898e-02,-7.333481e+01,-7.322729e+04,2.188947e+05,7.195548e+02,4.622098e-01,3.803966e-02,1.129016e-02,7.363440e-05,1.447016e-03,4.294738e-04
