Z,AR,N2,H,H2,HE,O,OH,H2O,HO2,H2O2,O2,OH*,N,NH,NH2,NH3,NNH,N2H2,N2H3,N2H4,H2NN,NO,N2O,NO2,HNO,HON,HONO,H2NO,HNOH,NH2OH,HNO2,HONO2,NO3,HNO3,CO,CO2,CH4,C2H6,W,ZBilger,chi,lambda,cp,lambdaOverCp,mu,ProdRateCO2,ProdRateH2O,ProdRateCO,ProdRateH2,ProgVar,ProdRateProgVar,ProdRate-NO,ProdRatePos-NO,ProdRateNeg-NO,ProdRateNegOverYNO-NO,TotalEnthalpy,HeatRelease,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.885580e+01,1.000000e-99,0.000000e+00,2.482334e-02,1.009210e+03,2.459681e-05,1.832539e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.000000e-60,0.000000e+00,1.000000e-99,1.000000e-99,1.000000e-99,1.000000e-99,-4.654801e+03,0.000000e+00,2.935000e+02,1.198140e+00,1.000000e-60,0.000000e+00,1.529487e-05,1.000000e-120,0.000000e+00
1.288947e-02,6.423853e-23,7.657804e-01,1.256159e-20,1.519853e-04,1.000000e-60,1.745782e-23,1.124838e-15,2.318214e-03,6.190907e-14,5.723093e-06,2.298256e-01,4.808075e-36,2.390481e-31,1.392861e-26,5.369474e-15,1.876630e-03,4.896837e-22,6.786998e-10,1.150662e-17,1.546026e-07,7.191087e-21,3.664184e-06,3.082905e-05,4.752629e-06,1.268976e-08,3.707539e-25,1.978716e-06,7.334604e-10,7.996760e-13,2.251698e-08,3.424965e-10,2.327689e-09,3.092481e-18,2.869767e-09,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.871318e+01,1.288947e-02,2.175551e-03,2.698488e-02,1.018742e+03,2.648843e-05,1.965592e-05,-0.000000e+00,2.908843e-11,-0.000000e+00,-1.024846e-13,2.470200e-03,2.898595e-11,3.794153e-10,4.480178e-10,-6.860245e-11,-1.872244e-05,-1.080045e+04,7.716729e-03,3.230085e+02,1.083303e+00,2.318214e-03,2.908843e-11,1.814443e-05,5.374116e-06,6.743321e-14
2.552094e-02,1.271912e-22,7.644697e-01,3.111334e-19,3.009283e-04,1.000000e-60,1.309847e-21,7.154150e-15,4.590027e-03,5.006151e-13,1.133163e-05,2.268303e-01,4.338917e-34,1.440570e-31,1.120165e-24,4.818210e-14,3.715697e-03,9.593982e-21,1.343815e-09,5.409695e-17,3.061107e-07,7.742912e-20,7.254972e-06,6.104101e-05,9.410671e-06,2.487340e-08,1.213321e-23,3.917263e-06,1.773936e-09,1.933564e-12,4.458326e-08,6.781284e-10,4.608350e-09,6.710724e-18,5.681609e-09,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.857479e+01,2.552094e-02,6.972668e-03,2.904891e-02,1.028523e+03,2.824331e-05,2.088146e-05,-0.000000e+00,3.830237e-10,-0.000000e+00,-1.706164e-12,4.890955e-03,3.813176e-10,2.563843e-09,3.262654e-09,-6.988105e-10,-9.632161e-05,-1.682318e+04,4.553588e-02,3.514768e+02,9.907611e-01,4.590027e-03,3.830237e-10,2.107618e-05,2.106835e-05,1.758089e-12
3.764204e-02,1.876004e-22,7.632119e-01,3.466874e-18,4.438535e-04,1.000000e-60,4.190685e-20,3.063300e-14,6.770048e-03,2.663998e-12,1.671356e-05,2.239560e-01,1.302549e-34,1.991809e-31,3.303478e-23,2.755673e-13,5.480457e-03,8.698891e-20,1.982060e-09,1.750127e-16,4.514974e-07,4.635267e-19,1.070057e-05,9.003228e-05,1.388143e-05,3.619045e-08,1.428946e-22,5.776521e-06,3.294473e-09,3.591754e-12,6.575797e-08,1.000162e-09,6.795608e-09,1.086576e-17,8.378456e-09,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.844323e+01,3.764204e-02,1.327067e-02,3.098990e-02,1.038308e+03,2.984653e-05,2.199418e-05,-0.000000e+00,2.510630e-09,-0.000000e+00,-1.375681e-11,7.213901e-03,2.496873e-09,8.312416e-09,1.253847e-08,-4.226056e-09,-3.949377e-04,-2.260266e+04,1.557310e-01,3.783725e+02,9.160978e-01,6.770048e-03,2.510630e-09,2.400855e-05,4.583355e-05,1.699709e-11
4.913831e-02,2.448955e-22,7.620190e-01,2.330639e-17,5.794109e-04,1.000000e-60,7.096113e-19,9.760429e-14,8.837691e-03,1.030507e-11,2.181806e-05,2.212299e-01,1.000000e-60,3.542708e-31,4.928489e-22,1.122715e-12,7.154246e-03,4.880072e-19,2.587413e-09,4.433469e-16,5.893901e-07,1.974119e-18,1.396836e-05,1.175291e-04,1.812311e-05,4.643130e-08,9.491588e-22,7.538467e-06,5.493581e-09,5.999344e-12,8.584117e-08,1.305489e-09,8.867082e-09,1.616058e-17,1.093298e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.831956e+01,4.913831e-02,2.043195e-02,3.280246e-02,1.047940e+03,3.130185e-05,2.299904e-05,-0.000000e+00,1.077559e-08,-0.000000e+00,-7.086824e-11,9.417102e-03,1.070473e-08,1.865911e-08,3.627066e-08,-1.761155e-08,-1.260818e-03,-2.808428e+04,4.272562e-01,4.034974e+02,8.553194e-01,8.837691e-03,1.077559e-08,2.688942e-05,7.810478e-05,9.523133e-11
6.004708e-02,2.992626e-22,7.608871e-01,1.102817e-16,7.080409e-04,1.000000e-60,7.386318e-18,2.500912e-13,1.079967e-02,3.140054e-11,2.666170e-05,2.186431e-01,1.000000e-60,3.394082e-30,4.512704e-21,3.554567e-12,8.742498e-03,1.964858e-18,3.161856e-09,9.465601e-16,7.202373e-07,6.667782e-18,1.706889e-05,1.436206e-04,2.214993e-05,5.554569e-08,4.320670e-21,9.208281e-06,8.610874e-09,9.445498e-12,1.048981e-07,1.594965e-09,1.082666e-08,2.517159e-17,1.335049e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.820321e+01,6.004708e-02,2.804804e-02,3.450204e-02,1.057388e+03,3.262951e-05,2.391185e-05,-0.000000e+00,3.465445e-08,-0.000000e+00,-2.675937e-10,1.150771e-02,3.438685e-08,3.270464e-08,8.853714e-08,-5.583251e-08,-3.271010e-03,-3.328581e+04,1.025765e+00,4.269913e+02,8.049375e-01,1.079967e-02,3.465445e-08,2.970647e-05,1.166329e-04,3.742566e-10
7.045648e-02,3.511410e-22,7.598069e-01,4.051858e-16,8.307826e-04,1.000000e-60,5.301351e-17,5.452209e-13,1.267183e-02,8.000742e-11,3.128363e-05,2.161747e-01,4.460551e-35,3.956399e-29,2.888268e-20,9.321653e-12,1.025804e-02,6.230951e-18,3.710062e-09,1.786589e-15,8.450972e-07,1.905952e-17,2.002717e-05,1.685178e-04,2.599492e-05,6.354407e-08,1.507253e-20,1.079879e-05,1.293798e-08,1.431478e-11,1.230827e-07,1.870718e-09,1.268612e-08,4.627631e-17,1.564640e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.809307e+01,7.045648e-02,3.600953e-02,3.610898e-02,1.066674e+03,3.385193e-05,2.474934e-05,-0.000000e+00,9.071030e-08,-0.000000e+00,-8.078754e-10,1.350262e-02,8.990242e-08,4.659507e-08,1.914819e-07,-1.448869e-07,-7.234516e-03,-3.824924e+04,2.221463e+00,4.490940e+02,7.623326e-01,1.267183e-02,9.071030e-08,3.246528e-05,1.605753e-04,1.149466e-09
8.043890e-02,4.008914e-22,7.587711e-01,1.231050e-15,9.484897e-04,1.000000e-60,2.844431e-16,1.050698e-12,1.446721e-02,1.775769e-10,3.571599e-05,2.138076e-01,1.000000e-60,3.331805e-28,1.407488e-19,2.114431e-11,1.171143e-02,1.651025e-17,4.235899e-09,3.074662e-15,9.648401e-07,4.799289e-17,2.286376e-05,1.923936e-04,2.968531e-05,7.045076e-08,4.312240e-20,1.232023e-05,1.880944e-08,2.110391e-11,1.405216e-07,2.134428e-09,1.445329e-08,1.029299e-16,1.783158e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.798826e+01,8.043890e-02,4.403328e-02,3.763903e-02,1.075821e+03,3.498633e-05,2.552425e-05,-0.000000e+00,2.035842e-07,-0.000000e+00,-2.062528e-09,1.541570e-02,2.015217e-07,5.278006e-08,3.760094e-07,-3.232293e-07,-1.413719e-02,-4.300909e+04,4.402164e+00,4.700009e+02,7.257043e-01,1.446721e-02,2.035842e-07,3.517169e-05,2.093002e-04,2.945295e-09
9.007368e-02,4.489092e-22,7.577713e-01,3.237041e-15,1.062097e-03,1.000000e-60,1.215319e-15,1.841858e-12,1.620005e-02,3.541559e-10,3.999402e-05,2.115229e-01,2.935611e-33,2.143478e-27,5.560171e-19,4.286272e-11,1.311419e-02,3.813838e-17,4.743639e-09,4.934243e-15,1.080420e-06,1.096820e-16,2.560125e-05,2.154377e-04,3.325097e-05,7.632840e-08,1.060658e-19,1.378369e-05,2.663060e-08,3.048996e-11,1.573533e-07,2.388162e-09,1.613612e-08,2.534985e-16,1.991748e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.788783e+01,9.007368e-02,5.216047e-02,3.910760e-02,1.084867e+03,3.604828e-05,2.624792e-05,-0.000000e+00,4.065810e-07,-0.000000e+00,-4.637666e-09,1.726215e-02,4.019434e-07,3.948446e-08,6.820347e-07,-6.425502e-07,-2.509839e-02,-4.760317e+04,8.084497e+00,4.899116e+02,6.937125e-01,1.620005e-02,4.065810e-07,3.783688e-05,2.624416e-04,6.586633e-09
9.947063e-02,4.957417e-22,7.567963e-01,7.637481e-15,1.172901e-03,1.000000e-60,4.352997e-15,3.005093e-12,1.789012e-02,6.509725e-10,4.416651e-05,2.092946e-01,1.063156e-32,1.116190e-26,1.872019e-18,7.972722e-11,1.448234e-02,7.939223e-17,5.239217e-09,7.516873e-15,1.193158e-06,2.331599e-16,2.827097e-05,2.379127e-04,3.673310e-05,8.129409e-08,2.325278e-19,1.520453e-05,3.693497e-08,4.345174e-11,1.737699e-07,2.635659e-09,1.774668e-08,6.312724e-16,2.192112e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.779057e+01,9.947063e-02,6.038457e-02,4.053367e-02,1.093889e+03,3.705465e-05,2.693232e-05,-0.000000e+00,7.436543e-07,-0.000000e+00,-9.483522e-09,1.906302e-02,7.341707e-07,-1.006047e-08,1.160625e-06,-1.170685e-06,-4.140944e-02,-5.208384e+04,1.395001e+01,5.090779e+02,6.652667e-01,1.789012e-02,7.436543e-07,4.048349e-05,3.200564e-04,1.330406e-08
