Z,AR,N2,H,H2,HE,O,OH,H2O,HO2,H2O2,O2,OH*,N,NH,NH2,NH3,NNH,N2H2,N2H3,N2H4,H2NN,NO,N2O,NO2,HNO,HON,HONO,H2NO,HNOH,NH2OH,HNO2,HONO2,NO3,HNO3,CO,CO2,CH4,C2H6,W,ZBilger,chi,lambda,cp,lambdaOverCp,mu,ProdRateCO2,ProdRateH2O,ProdRateCO,ProdRateH2,ProgVar,ProdRateProgVar,ProdRate-NO,ProdRatePos-NO,ProdRateNeg-NO,ProdRateNegOverYNO-NO,TotalEnthalpy,HeatRelease,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.885580e+01,1.000000e-99,0.000000e+00,2.482334e-02,1.009210e+03,2.459681e-05,1.832539e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.000000e-60,0.000000e+00,1.000000e-99,1.000000e-99,1.000000e-99,1.000000e-99,-4.654801e+03,0.000000e+00,2.935000e+02,1.198140e+00,1.000000e-60,0.000000e+00,1.529487e-05,1.000000e-120,0.000000e+00
8.594065e-03,3.791581e-23,7.672436e-01,3.641716e-13,5.651349e-07,4.505887e-26,9.860900e-08,9.636134e-08,4.431225e-03,1.599144e-08,3.695238e-07,2.282584e-01,2.197580e-27,6.113679e-23,1.079430e-19,4.209036e-16,2.213280e-13,2.046205e-21,6.001155e-17,2.091357e-20,8.697873e-20,2.826511e-21,4.743101e-05,1.993372e-08,5.611942e-06,1.081029e-09,8.901215e-16,8.502956e-06,2.496993e-14,1.108254e-15,3.656668e-15,2.963266e-10,2.204913e-06,1.306571e-10,1.862598e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.876598e+01,8.594065e-03,3.621945e-01,2.837751e-02,1.019487e+03,2.783508e-05,2.077438e-05,-0.000000e+00,7.261475e-05,-0.000000e+00,-3.459395e-08,4.431790e-03,7.258015e-05,-1.022121e-03,1.355729e-04,-1.157694e-03,-2.440795e+01,-8.747326e+03,1.137634e+04,3.478906e+02,1.007672e+00,4.431225e-03,7.261475e-05,2.061621e-05,1.963576e-05,3.217723e-07
1.688954e-02,7.421304e-23,7.673650e-01,4.384011e-12,1.110648e-06,8.855219e-26,2.578959e-07,4.525749e-07,8.708463e-03,6.231439e-08,7.259336e-07,2.237952e-01,1.865204e-25,8.552196e-22,9.814759e-19,1.562880e-15,4.338622e-13,8.835271e-20,1.194752e-16,4.393300e-20,1.745822e-19,6.892771e-21,9.360643e-05,3.917487e-08,1.103994e-05,2.214225e-09,3.657362e-15,1.622987e-05,5.443901e-14,2.295935e-15,7.258109e-15,6.085750e-10,4.239591e-06,3.963227e-10,3.558852e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.867980e+01,1.688954e-02,1.166498e+00,3.160595e-02,1.030271e+03,3.067731e-05,2.293587e-05,-0.000000e+00,4.665642e-04,-0.000000e+00,-5.638312e-07,8.709573e-03,4.660004e-04,-4.796778e-03,4.928871e-04,-5.289665e-03,-5.650963e+01,-1.269885e+04,5.336420e+04,3.996348e+02,8.745715e-01,8.708463e-03,4.665642e-04,2.622527e-05,7.583733e-05,4.063057e-06
2.462556e-02,1.086654e-22,7.674781e-01,2.247324e-11,1.619440e-06,1.291124e-25,4.805779e-07,1.205336e-06,1.269719e-02,1.525635e-07,1.056807e-06,2.196330e-01,3.575222e-24,5.943726e-21,4.305893e-18,3.795464e-15,6.314616e-13,1.292675e-18,1.769270e-16,6.925503e-20,2.626560e-19,1.210940e-20,1.372509e-04,5.711840e-08,1.612108e-05,3.397554e-09,1.005760e-14,2.274237e-05,8.783612e-14,3.533049e-15,1.071545e-14,9.600750e-10,5.979325e-06,7.947946e-10,4.976379e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.859987e+01,2.462556e-02,2.213249e+00,3.449108e-02,1.041196e+03,3.312640e-05,2.480938e-05,-0.000000e+00,1.375875e-03,-0.000000e+00,-3.262734e-06,1.269881e-02,1.372612e-03,-1.075626e-02,1.018680e-03,-1.177494e-02,-8.579134e+01,-1.638493e+04,1.235317e+05,4.471914e+02,7.793870e-01,1.269719e-02,1.375875e-03,3.183191e-05,1.612186e-04,1.746975e-05
3.176340e-02,1.418693e-22,7.675826e-01,7.558898e-11,2.089090e-06,1.665362e-25,7.671095e-07,2.400276e-06,1.637740e-02,2.947402e-07,1.358828e-06,2.157926e-01,3.186462e-23,2.882944e-20,1.438057e-17,7.479797e-15,8.136017e-13,9.596741e-18,2.322797e-16,9.744411e-20,3.529195e-19,1.850363e-20,1.781826e-04,7.367442e-08,2.079945e-05,4.654226e-09,2.210690e-14,2.800820e-05,1.247809e-13,4.808798e-15,1.400967e-14,1.386244e-09,7.392646e-06,1.304815e-09,6.094848e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.852649e+01,3.176340e-02,3.383428e+00,3.707618e-02,1.052051e+03,3.524180e-05,2.643719e-05,-0.000000e+00,2.869399e-03,-0.000000e+00,-1.120493e-05,1.637949e-02,2.858195e-03,-1.761795e-02,1.691371e-03,-1.930933e-02,-1.083682e+02,-1.978670e+04,2.117391e+05,4.904498e+02,7.088207e-01,1.637740e-02,2.869399e-03,3.729743e-05,2.682192e-04,4.699330e-05
3.843750e-02,1.710879e-22,7.676802e-01,1.996016e-10,2.528660e-06,2.015286e-25,1.123751e-06,4.048978e-06,1.981840e-02,4.957835e-07,1.636254e-06,2.122015e-01,1.815254e-22,1.127506e-19,4.250015e-17,1.301607e-14,9.840810e-13,4.688165e-17,2.867277e-16,1.297391e-19,4.487268e-19,2.634116e-20,2.171322e-04,8.915485e-08,2.511427e-05,6.033098e-09,4.175147e-14,3.222312e-05,1.657038e-13,6.145421e-15,1.718638e-14,1.935924e-09,8.512084e-06,1.908843e-09,6.951622e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.845820e+01,3.843750e-02,4.625902e+00,3.944443e-02,1.062866e+03,3.711138e-05,2.788411e-05,-0.000000e+00,4.996067e-03,-0.000000e+00,-2.856121e-05,1.982093e-02,4.967506e-03,-2.463975e-02,2.528296e-03,-2.716805e-02,-1.251221e+02,-2.296783e+04,3.128912e+05,5.303415e+02,6.539346e-01,1.981840e-02,4.996067e-03,4.264052e-05,3.927690e-04,9.901405e-05
4.477933e-02,2.105920e-22,7.677730e-01,4.523929e-10,2.947124e-06,2.347790e-25,1.561525e-06,6.162604e-06,2.308796e-02,7.631565e-07,1.893422e-06,2.087892e-01,7.778931e-22,3.814612e-19,1.166270e-16,2.086372e-14,1.146588e-12,1.744385e-16,3.415873e-16,1.677504e-19,5.535677e-19,3.608731e-20,2.548151e-04,1.038646e-07,2.909751e-05,7.588897e-09,7.067516e-14,3.557656e-05,2.113925e-13,7.577430e-15,2.028810e-14,2.673285e-09,9.374865e-06,2.593502e-09,7.587176e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.839358e+01,4.477933e-02,5.936077e+00,4.166199e-02,1.073710e+03,3.880192e-05,2.919967e-05,-0.000000e+00,7.843610e-03,-0.000000e+00,-6.045275e-05,2.309090e-02,7.783157e-03,-3.153456e-02,3.575924e-03,-3.511049e-02,-1.377881e+02,-2.599071e+04,4.272398e+05,5.677366e+02,6.094749e-01,2.308796e-02,7.843610e-03,4.790955e-05,5.330539e-04,1.810930e-04
5.087383e-02,2.485554e-22,7.678622e-01,9.224127e-10,3.350534e-06,2.667326e-25,2.093766e-06,8.753233e-06,2.622984e-02,1.103715e-06,2.132925e-06,2.055097e-01,2.737101e-21,1.157141e-18,3.009496e-16,3.152367e-14,1.303635e-12,5.363223e-16,3.979647e-16,2.132913e-19,6.705589e-19,4.837417e-20,2.916889e-04,1.180006e-07,3.275064e-05,9.374038e-09,1.100758e-13,3.820912e-05,2.626859e-13,9.142668e-15,2.333601e-14,3.682661e-09,1.001008e-05,3.345073e-09,8.033799e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.833173e+01,5.087383e-02,7.278744e+00,4.376996e-02,1.084608e+03,4.035555e-05,3.041499e-05,-0.000000e+00,1.154090e-02,-0.000000e+00,-1.128287e-04,2.623319e-02,1.142807e-02,-3.819955e-02,4.902691e-03,-4.310224e-02,-1.477678e+02,-2.889570e+04,5.580086e+05,6.031959e+02,5.723970e-01,2.622984e-02,1.154090e-02,5.313618e-05,6.880045e-04,3.027160e-04
5.677137e-02,2.852918e-22,7.679484e-01,1.739249e-09,3.742822e-06,2.976535e-25,2.735827e-06,1.183610e-05,2.926998e-02,1.523073e-06,2.356126e-06,2.023362e-01,8.328179e-21,3.218813e-18,7.335736e-16,4.554064e-14,1.456881e-12,1.431061e-15,4.568455e-16,2.684081e-19,8.025438e-19,6.403867e-20,3.280195e-04,1.316798e-07,3.605492e-05,1.143917e-08,1.607051e-13,4.022418e-05,3.204467e-13,1.088325e-14,2.633587e-14,5.076682e-09,1.044046e-05,4.148745e-09,8.317026e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.827212e+01,5.677137e-02,8.662884e+00,4.579271e-02,1.095552e+03,4.179875e-05,3.154945e-05,-0.000000e+00,1.625713e-02,-0.000000e+00,-1.923744e-04,2.927372e-02,1.606476e-02,-4.459993e-02,6.599130e-03,-5.119906e-02,-1.560854e+02,-3.170674e+04,7.103738e+05,6.370579e+02,5.408315e-01,2.926998e-02,1.625713e-02,5.833508e-05,8.567317e-04,4.758459e-04
6.251022e-02,3.210399e-22,7.680324e-01,3.087064e-09,4.127298e-06,3.277424e-25,3.505861e-06,1.543457e-05,3.222809e-02,2.025380e-06,2.564090e-06,1.992478e-01,2.266711e-20,8.335602e-18,1.695014e-15,6.351946e-14,1.607714e-12,3.423115e-15,5.192844e-16,3.354835e-19,9.523368e-19,8.420397e-20,3.640083e-04,1.449908e-07,3.898803e-05,1.383555e-08,2.231233e-13,4.170542e-05,3.856292e-13,1.284919e-14,2.928892e-14,7.002119e-09,1.068606e-05,4.989536e-09,8.458707e-06,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.821432e+01,6.251022e-02,1.006815e+01,4.774765e-02,1.106523e+03,4.315107e-05,3.261724e-05,-0.000000e+00,2.220411e-02,-0.000000e+00,-3.066178e-04,3.223222e-02,2.189749e-02,-5.070779e-02,8.780523e-03,-5.948831e-02,-1.634257e+02,-3.444204e+04,8.909703e+05,6.695797e+02,5.135113e-01,3.222809e-02,2.220411e-02,6.351806e-05,1.038650e-03,7.155961e-04
