Z,AR,N2,H,H2,HE,O,OH,H2O,HO2,H2O2,O2,OH*,N,NH,NH2,NH3,NNH,N2H2,N2H3,N2H4,H2NN,NO,N2O,NO2,HNO,HON,HONO,H2NO,HNOH,NH2OH,HNO2,HONO2,NO3,HNO3,CO,CO2,CH4,C2H6,W,ZBilger,chi,lambda,cp,lambdaOverCp,mu,ProdRateCO2,ProdRateH2O,ProdRateCO,ProdRateH2,ProgVar,ProdRateProgVar,ProdRate-NO,ProdRatePos-NO,ProdRateNeg-NO,ProdRateNegOverYNO-NO,TotalEnthalpy,HeatRelease,T,rho,ProgressVariable,ProdRateProgressVariable,D,SquareProgVar,ProgVarProdRate
0.000000e+00,1.000000e-60,7.671179e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.885580e+01,1.000000e-99,0.000000e+00,2.482334e-02,1.009210e+03,2.459681e-05,1.832539e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.000000e-60,0.000000e+00,1.000000e-99,1.000000e-99,1.000000e-99,1.000000e-99,-4.654801e+03,0.000000e+00,2.935000e+02,1.198140e+00,1.000000e-60,0.000000e+00,1.529487e-05,1.000000e-120,0.000000e+00
1.447486e-02,1.000000e-60,7.656233e-01,4.105760e-20,1.666112e-04,1.000000e-60,1.402494e-22,2.987883e-15,2.647004e-03,1.619358e-13,6.329072e-06,2.294132e-01,1.020632e-35,2.479037e-31,5.935594e-26,1.510751e-14,2.102865e-03,1.648321e-21,8.838100e-10,2.993051e-17,2.175748e-07,9.228352e-20,4.314320e-06,2.886960e-05,5.145188e-06,2.704576e-08,1.387936e-24,2.133651e-06,2.825372e-09,3.985651e-12,2.483414e-08,3.939712e-10,2.688881e-09,3.402750e-18,3.267680e-09,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.869646e+01,1.447486e-02,3.619260e-03,2.727886e-02,1.019995e+03,2.674410e-05,1.983939e-05,-0.000000e+00,8.848510e-11,-0.000000e+00,-3.131588e-13,2.813615e-03,8.817194e-11,9.659811e-10,1.143094e-09,-1.771129e-10,-4.105233e-05,-1.155627e+04,2.926584e-02,3.271784e+02,1.068873e+00,2.647004e-03,8.848510e-11,1.856104e-05,7.006630e-06,2.342204e-13
2.870425e-02,1.000000e-60,7.641540e-01,1.306281e-18,3.303969e-04,1.000000e-60,1.228546e-20,2.260251e-14,5.249118e-03,1.607037e-12,1.255081e-05,2.260031e-01,4.999556e-35,1.487693e-32,6.743223e-24,1.673937e-13,4.170067e-03,4.026028e-20,1.752632e-09,1.539798e-16,4.314599e-07,1.100064e-18,8.555371e-06,5.724961e-05,1.020479e-05,5.273049e-08,5.497285e-23,4.229399e-06,6.653661e-09,9.389743e-12,4.924713e-08,7.812482e-10,5.331240e-09,7.559834e-18,6.478923e-09,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.854153e+01,2.870425e-02,1.155343e-02,2.962320e-02,1.031168e+03,2.872783e-05,2.122744e-05,-0.000000e+00,1.393299e-09,-0.000000e+00,-6.375998e-12,5.579515e-03,1.386923e-09,6.677603e-09,9.076760e-09,-2.399157e-09,-2.804270e-04,-1.834085e+04,1.694395e-01,3.597041e+02,9.669730e-01,5.249118e-03,1.393299e-09,2.195246e-05,2.755324e-05,7.313591e-12
4.248411e-02,1.000000e-60,7.627312e-01,1.724711e-17,4.890083e-04,1.000000e-60,4.519975e-19,1.076743e-13,7.769027e-03,9.783823e-12,1.857599e-05,2.227007e-01,1.766265e-34,3.388411e-32,2.538944e-22,1.097283e-12,6.171963e-03,4.213836e-19,2.594014e-09,5.322602e-16,6.385885e-07,6.974985e-18,1.266221e-05,8.473304e-05,1.510739e-05,7.621767e-08,7.388741e-22,6.255985e-06,1.208303e-08,1.707027e-11,7.288889e-08,1.156230e-09,7.887000e-09,1.300991e-17,9.585281e-09,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.839307e+01,4.248411e-02,2.199699e-02,3.184364e-02,1.042510e+03,3.054517e-05,2.249088e-05,-0.000000e+00,1.022643e-08,-0.000000e+00,-5.913098e-11,8.258035e-03,1.016730e-08,2.140870e-08,3.825928e-08,-1.685058e-08,-1.330777e-03,-2.491123e+04,5.858028e-01,3.906472e+02,8.857483e-01,7.769027e-03,1.022643e-08,2.539195e-05,6.035778e-05,7.944941e-11
5.574280e-02,1.000000e-60,7.613621e-01,1.316676e-16,6.416209e-04,1.000000e-60,8.692752e-18,3.681647e-13,1.019363e-02,4.166336e-11,2.437331e-05,2.195232e-01,1.341717e-34,5.765770e-30,4.558132e-21,4.921020e-12,8.098145e-03,2.618595e-18,3.403597e-09,1.412985e-15,8.378850e-07,3.088524e-17,1.661333e-05,1.111770e-04,1.982886e-05,9.693256e-08,5.417750e-21,8.201360e-06,1.984085e-08,2.811195e-11,9.563654e-08,1.516831e-09,1.033772e-08,2.276345e-17,1.256509e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.825169e+01,5.574280e-02,3.400386e-02,3.394481e-02,1.053895e+03,3.220890e-05,2.364142e-05,-0.000000e+00,4.745432e-08,-0.000000e+00,-3.372785e-10,1.083525e-02,4.711704e-08,4.501769e-08,1.217826e-07,-7.676491e-08,-4.620681e-03,-3.123320e+04,1.673828e+00,4.199009e+02,8.199363e-01,1.019363e-02,4.745432e-08,2.883324e-05,1.039101e-04,4.837318e-10
6.850644e-02,1.000000e-60,7.600442e-01,6.868611e-16,7.885353e-04,1.000000e-60,1.003627e-16,9.872427e-13,1.252771e-02,1.359837e-10,2.995418e-05,2.164644e-01,1.000000e-60,1.197691e-28,4.808576e-20,1.666650e-11,9.952410e-03,1.133767e-17,4.183028e-09,3.111749e-15,1.029744e-06,1.071327e-16,2.041639e-05,1.366335e-04,2.438004e-05,1.145179e-07,2.650709e-20,1.006745e-05,3.081341e-08,4.394354e-11,1.175350e-07,1.863461e-09,1.267903e-08,4.915557e-17,1.541470e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.811690e+01,6.850644e-02,4.689070e-02,3.594250e-02,1.065279e+03,3.373999e-05,2.469569e-05,-0.000000e+00,1.609097e-07,-0.000000e+00,-1.371663e-09,1.331624e-02,1.595381e-07,6.623899e-08,3.238613e-07,-2.576223e-07,-1.261840e-02,-3.731917e+04,4.230760e+00,4.475803e+02,7.655599e-01,1.252771e-02,1.609097e-07,3.225834e-05,1.569435e-04,2.015830e-09
8.082277e-02,1.000000e-60,7.587725e-01,2.713668e-15,9.303010e-04,1.000000e-60,7.752892e-16,2.206745e-12,1.477998e-02,3.626845e-10,3.533949e-05,2.135127e-01,3.954308e-34,1.664725e-27,3.414140e-19,4.564121e-11,1.174169e-02,3.768911e-17,4.935341e-09,5.977495e-15,1.214888e-06,3.109048e-16,2.408560e-05,1.611977e-04,2.877957e-05,1.287532e-07,9.688869e-20,1.185880e-05,4.604874e-08,6.647055e-11,1.386662e-07,2.196960e-09,1.490618e-08,1.368212e-16,1.813119e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.798806e+01,8.082277e-02,6.037178e-02,3.785233e-02,1.076643e+03,3.515773e-05,2.566854e-05,-0.000000e+00,4.346955e-07,-0.000000e+00,-4.359809e-09,1.571028e-02,4.303357e-07,5.684318e-08,7.480257e-07,-6.911825e-07,-2.869692e-02,-4.319188e+04,9.581120e+00,4.738409e+02,7.198182e-01,1.477998e-02,4.346955e-07,3.565975e-05,2.184478e-04,6.424791e-09
9.276230e-02,1.000000e-60,7.575397e-01,8.711218e-15,1.067730e-03,1.000000e-60,4.363478e-15,4.296232e-12,1.696334e-02,8.284012e-10,4.056013e-05,2.106514e-01,1.836137e-33,1.560193e-26,1.794515e-18,1.061772e-10,1.347623e-02,1.027122e-16,5.665080e-09,1.037618e-14,1.394384e-06,7.885887e-16,2.764217e-05,1.850099e-04,3.305425e-05,1.396262e-07,2.845681e-19,1.358261e-05,6.678100e-08,9.829498e-11,1.591514e-07,2.519071e-09,1.701479e-08,4.279537e-16,2.071341e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.786427e+01,9.276230e-02,7.416647e-02,3.969093e-02,1.088002e+03,3.648057e-05,2.657378e-05,-0.000000e+00,9.912622e-07,-0.000000e+00,-1.153697e-08,1.803107e-02,9.797252e-07,-3.123086e-08,1.536691e-06,-1.567922e-06,-5.672208e-02,-4.888492e+04,1.960663e+01,4.988782e+02,6.806687e-01,1.696334e-02,9.912622e-07,3.904070e-05,2.877549e-04,1.681512e-08
1.044053e-01,1.000000e-60,7.563375e-01,2.390399e-14,1.201746e-03,1.000000e-60,1.914602e-14,7.528219e-12,1.909248e-02,1.678905e-09,4.565127e-05,2.078611e-01,3.833176e-35,1.076960e-25,7.485317e-18,2.177335e-10,1.516770e-02,2.405260e-16,6.377581e-09,1.670695e-14,1.569448e-06,1.805370e-15,3.111060e-05,2.082301e-04,3.723437e-05,1.473568e-07,7.066454e-19,1.524658e-05,9.449395e-08,1.430653e-10,1.791286e-07,2.833935e-09,1.899909e-08,1.317370e-15,2.315975e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.774462e+01,1.044053e-01,8.822990e-02,4.147469e-02,1.099390e+03,3.772519e-05,2.742362e-05,-0.000000e+00,1.988538e-06,-0.000000e+00,-2.660612e-08,2.029423e-02,1.961931e-06,-2.672884e-07,2.864064e-06,-3.131353e-06,-1.006523e-01,-5.443659e+04,3.671790e+01,5.228974e+02,6.466136e-01,1.909248e-02,1.988538e-06,4.241114e-05,3.645228e-04,3.796612e-08
1.158089e-01,1.000000e-60,7.551600e-01,5.812482e-14,1.333005e-03,1.000000e-60,6.889500e-14,1.216547e-11,2.117781e-02,3.099337e-09,5.063791e-05,2.051282e-01,1.691980e-33,5.864565e-25,2.603337e-17,4.043884e-10,1.682438e-02,5.004534e-16,7.077029e-09,2.542687e-14,1.740953e-06,3.818603e-15,3.450890e-05,2.309713e-04,4.134168e-05,1.523983e-07,1.537877e-18,1.685386e-05,1.309251e-07,2.058209e-10,1.986961e-07,3.152076e-09,2.084709e-08,3.760998e-15,2.546198e-08,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.762841e+01,1.158089e-01,1.024108e-01,4.321515e-02,1.110827e+03,3.890359e-05,2.822681e-05,-0.000000e+00,3.614688e-06,-0.000000e+00,-5.524597e-08,2.251082e-02,3.559443e-06,-7.432189e-07,4.924758e-06,-5.667976e-06,-1.642468e-01,-5.987403e+04,6.379515e+01,5.460448e+02,6.166096e-01,2.117781e-02,3.614688e-06,4.577744e-05,4.484996e-04,7.655118e-08
